DI,SO,TC,TC_count,TC_sum
10.1016/j.cor.2015.05.017,COMPUTERS & OPERATIONS RESEARCH,13,214,3376
10.1016/j.cor.2015.06.005,COMPUTERS & OPERATIONS RESEARCH,5,214,3376
10.1016/j.cor.2015.05.015,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2015.06.008,COMPUTERS & OPERATIONS RESEARCH,27,214,3376
10.1016/j.cor.2015.06.007,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2015.06.002,COMPUTERS & OPERATIONS RESEARCH,12,214,3376
10.1016/j.cor.2015.06.004,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2015.06.009,COMPUTERS & OPERATIONS RESEARCH,19,214,3376
10.1016/j.cor.2015.04.021,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2015.04.008,COMPUTERS & OPERATIONS RESEARCH,15,214,3376
10.1016/j.cor.2015.04.010,COMPUTERS & OPERATIONS RESEARCH,18,214,3376
10.1016/j.cor.2015.04.016,COMPUTERS & OPERATIONS RESEARCH,17,214,3376
10.1016/j.cor.2015.04.018,COMPUTERS & OPERATIONS RESEARCH,31,214,3376
10.1016/j.cor.2015.03.015,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2015.04.014,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2015.04.019,COMPUTERS & OPERATIONS RESEARCH,0,214,3376
10.1016/j.cor.2015.04.022,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2015.03.013,COMPUTERS & OPERATIONS RESEARCH,8,214,3376
10.1016/j.cor.2015.04.017,COMPUTERS & OPERATIONS RESEARCH,5,214,3376
10.1016/j.cor.2015.04.015,COMPUTERS & OPERATIONS RESEARCH,9,214,3376
10.1016/j.cor.2015.04.020,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2015.04.024,COMPUTERS & OPERATIONS RESEARCH,10,214,3376
10.1016/j.cor.2015.05.003,COMPUTERS & OPERATIONS RESEARCH,13,214,3376
10.1016/j.cor.2014.10.016,COMPUTERS & OPERATIONS RESEARCH,20,214,3376
10.1016/j.cor.2014.10.015,COMPUTERS & OPERATIONS RESEARCH,10,214,3376
10.1016/j.cor.2014.07.015,COMPUTERS & OPERATIONS RESEARCH,31,214,3376
10.1016/j.cor.2014.05.010,COMPUTERS & OPERATIONS RESEARCH,16,214,3376
10.1016/j.cor.2014.04.010,COMPUTERS & OPERATIONS RESEARCH,14,214,3376
10.1016/j.cor.2015.04.001,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2015.04.006,COMPUTERS & OPERATIONS RESEARCH,1,214,3376
10.1016/j.cor.2015.04.002,COMPUTERS & OPERATIONS RESEARCH,32,214,3376
10.1016/j.cor.2015.03.016,COMPUTERS & OPERATIONS RESEARCH,25,214,3376
10.1016/j.cor.2015.04.011,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2015.04.009,COMPUTERS & OPERATIONS RESEARCH,24,214,3376
10.1016/j.cor.2015.04.007,COMPUTERS & OPERATIONS RESEARCH,9,214,3376
10.1016/j.cor.2015.04.003,COMPUTERS & OPERATIONS RESEARCH,58,214,3376
10.1016/j.cor.2014.12.014,COMPUTERS & OPERATIONS RESEARCH,57,214,3376
10.1016/j.cor.2015.04.013,COMPUTERS & OPERATIONS RESEARCH,0,214,3376
10.1016/j.cor.2014.12.013,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2015.01.002,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2014.10.014,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2014.10.009,COMPUTERS & OPERATIONS RESEARCH,31,214,3376
10.1016/j.cor.2014.10.006,COMPUTERS & OPERATIONS RESEARCH,19,214,3376
10.1016/j.cor.2014.09.004,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2014.09.003,COMPUTERS & OPERATIONS RESEARCH,17,214,3376
10.1016/j.cor.2014.09.001,COMPUTERS & OPERATIONS RESEARCH,7,214,3376
10.1016/j.cor.2014.07.017,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2014.05.023,COMPUTERS & OPERATIONS RESEARCH,8,214,3376
10.1016/j.cor.2014.05.003,COMPUTERS & OPERATIONS RESEARCH,24,214,3376
10.1016/j.cor.2014.04.011,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2014.02.013,COMPUTERS & OPERATIONS RESEARCH,7,214,3376
10.1016/j.cor.2013.12.007,COMPUTERS & OPERATIONS RESEARCH,1,214,3376
10.1016/j.cor.2015.01.008,COMPUTERS & OPERATIONS RESEARCH,21,214,3376
10.1016/j.cor.2015.03.005,COMPUTERS & OPERATIONS RESEARCH,7,214,3376
10.1016/j.cor.2015.02.010,COMPUTERS & OPERATIONS RESEARCH,5,214,3376
10.1016/j.cor.2015.02.014,COMPUTERS & OPERATIONS RESEARCH,23,214,3376
10.1016/j.cor.2015.02.007,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2015.02.011,COMPUTERS & OPERATIONS RESEARCH,7,214,3376
10.1016/j.cor.2015.03.006,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2015.03.008,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2015.03.001,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2015.03.004,COMPUTERS & OPERATIONS RESEARCH,14,214,3376
10.1016/j.cor.2015.03.014,COMPUTERS & OPERATIONS RESEARCH,23,214,3376
10.1016/j.cor.2015.03.009,COMPUTERS & OPERATIONS RESEARCH,1,214,3376
10.1016/j.cor.2015.03.011,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2015.03.010,COMPUTERS & OPERATIONS RESEARCH,7,214,3376
10.1016/j.cor.2014.03.006,COMPUTERS & OPERATIONS RESEARCH,43,214,3376
10.1016/j.cor.2015.01.006,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2015.02.002,COMPUTERS & OPERATIONS RESEARCH,28,214,3376
10.1016/j.cor.2015.02.013,COMPUTERS & OPERATIONS RESEARCH,20,214,3376
10.1016/j.cor.2015.02.003,COMPUTERS & OPERATIONS RESEARCH,7,214,3376
10.1016/j.cor.2015.02.005,COMPUTERS & OPERATIONS RESEARCH,9,214,3376
10.1016/j.cor.2015.02.004,COMPUTERS & OPERATIONS RESEARCH,7,214,3376
10.1016/j.cor.2015.01.009,COMPUTERS & OPERATIONS RESEARCH,9,214,3376
10.1016/j.cor.2015.02.006,COMPUTERS & OPERATIONS RESEARCH,20,214,3376
10.1016/j.cor.2015.02.008,COMPUTERS & OPERATIONS RESEARCH,18,214,3376
10.1016/j.cor.2015.01.005,COMPUTERS & OPERATIONS RESEARCH,20,214,3376
10.1016/j.cor.2015.02.012,COMPUTERS & OPERATIONS RESEARCH,16,214,3376
10.1016/j.cor.2015.02.009,COMPUTERS & OPERATIONS RESEARCH,9,214,3376
10.1016/j.cor.2015.01.003,COMPUTERS & OPERATIONS RESEARCH,12,214,3376
10.1016/j.cor.2015.01.010,COMPUTERS & OPERATIONS RESEARCH,17,214,3376
10.1016/j.cor.2014.12.002,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2014.11.002,COMPUTERS & OPERATIONS RESEARCH,46,214,3376
10.1016/j.cor.2014.11.015,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2014.12.008,COMPUTERS & OPERATIONS RESEARCH,8,214,3376
10.1016/j.cor.2015.01.001,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2015.01.004,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2014.12.011,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2014.12.004,COMPUTERS & OPERATIONS RESEARCH,11,214,3376
10.1016/j.cor.2015.01.007,COMPUTERS & OPERATIONS RESEARCH,18,214,3376
10.1016/j.cor.2015.02.001,COMPUTERS & OPERATIONS RESEARCH,9,214,3376
10.1016/j.cor.2014.12.009,COMPUTERS & OPERATIONS RESEARCH,17,214,3376
10.1016/j.cor.2014.11.012,COMPUTERS & OPERATIONS RESEARCH,11,214,3376
10.1016/j.cor.2014.12.005,COMPUTERS & OPERATIONS RESEARCH,0,214,3376
10.1016/j.cor.2014.12.006,COMPUTERS & OPERATIONS RESEARCH,12,214,3376
10.1016/j.cor.2014.12.007,COMPUTERS & OPERATIONS RESEARCH,7,214,3376
10.1016/j.cor.2014.11.018,COMPUTERS & OPERATIONS RESEARCH,5,214,3376
10.1016/j.cor.2014.12.010,COMPUTERS & OPERATIONS RESEARCH,9,214,3376
10.1016/j.cor.2014.12.012,COMPUTERS & OPERATIONS RESEARCH,19,214,3376
10.1016/j.cor.2014.10.019,COMPUTERS & OPERATIONS RESEARCH,26,214,3376
10.1016/j.cor.2014.11.004,COMPUTERS & OPERATIONS RESEARCH,19,214,3376
10.1016/j.cor.2014.11.010,COMPUTERS & OPERATIONS RESEARCH,22,214,3376
10.1016/j.cor.2014.11.013,COMPUTERS & OPERATIONS RESEARCH,1,214,3376
10.1016/j.cor.2014.11.016,COMPUTERS & OPERATIONS RESEARCH,19,214,3376
10.1016/j.cor.2014.11.014,COMPUTERS & OPERATIONS RESEARCH,5,214,3376
10.1016/j.cor.2014.12.001,COMPUTERS & OPERATIONS RESEARCH,17,214,3376
10.1016/j.cor.2014.12.003,COMPUTERS & OPERATIONS RESEARCH,15,214,3376
10.1016/j.cor.2014.11.003,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2014.11.011,COMPUTERS & OPERATIONS RESEARCH,15,214,3376
10.1016/j.cor.2014.11.017,COMPUTERS & OPERATIONS RESEARCH,12,214,3376
10.1016/j.cor.2014.11.005,COMPUTERS & OPERATIONS RESEARCH,7,214,3376
10.1016/j.cor.2014.10.012,COMPUTERS & OPERATIONS RESEARCH,16,214,3376
10.1016/j.cor.2014.07.014,COMPUTERS & OPERATIONS RESEARCH,22,214,3376
10.1016/j.cor.2014.11.006,COMPUTERS & OPERATIONS RESEARCH,21,214,3376
10.1016/j.cor.2014.08.018,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2014.10.005,COMPUTERS & OPERATIONS RESEARCH,20,214,3376
10.1016/j.cor.2014.10.017,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2014.10.007,COMPUTERS & OPERATIONS RESEARCH,19,214,3376
10.1016/j.cor.2014.11.001,COMPUTERS & OPERATIONS RESEARCH,22,214,3376
10.1016/j.cor.2014.10.018,COMPUTERS & OPERATIONS RESEARCH,12,214,3376
10.1016/j.cor.2014.11.008,COMPUTERS & OPERATIONS RESEARCH,11,214,3376
10.1016/j.cor.2014.11.007,COMPUTERS & OPERATIONS RESEARCH,5,214,3376
10.1016/j.cor.2014.11.009,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2014.08.008,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2013.10.017,COMPUTERS & OPERATIONS RESEARCH,18,214,3376
10.1016/j.cor.2014.06.007,COMPUTERS & OPERATIONS RESEARCH,28,214,3376
10.1016/j.cor.2014.06.008,COMPUTERS & OPERATIONS RESEARCH,70,214,3376
10.1016/j.cor.2014.03.017,COMPUTERS & OPERATIONS RESEARCH,37,214,3376
10.1016/j.cor.2014.10.008,COMPUTERS & OPERATIONS RESEARCH,100,214,3376
10.1016/j.cor.2014.09.010,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2014.10.002,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2014.10.001,COMPUTERS & OPERATIONS RESEARCH,19,214,3376
10.1016/j.cor.2014.10.010,COMPUTERS & OPERATIONS RESEARCH,27,214,3376
10.1016/j.cor.2014.09.008,COMPUTERS & OPERATIONS RESEARCH,1,214,3376
10.1016/j.cor.2014.10.004,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2014.09.009,COMPUTERS & OPERATIONS RESEARCH,1,214,3376
10.1016/j.cor.2014.10.011,COMPUTERS & OPERATIONS RESEARCH,34,214,3376
10.1016/j.cor.2014.01.011,COMPUTERS & OPERATIONS RESEARCH,66,214,3376
10.1016/j.cor.2014.06.004,COMPUTERS & OPERATIONS RESEARCH,13,214,3376
10.1016/j.cor.2014.06.009,COMPUTERS & OPERATIONS RESEARCH,15,214,3376
10.1016/j.cor.2014.07.003,COMPUTERS & OPERATIONS RESEARCH,66,214,3376
10.1016/j.cor.2014.08.020,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2014.08.022,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2014.08.014,COMPUTERS & OPERATIONS RESEARCH,49,214,3376
10.1016/j.cor.2014.08.010,COMPUTERS & OPERATIONS RESEARCH,40,214,3376
10.1016/j.cor.2014.08.016,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2014.08.021,COMPUTERS & OPERATIONS RESEARCH,21,214,3376
10.1016/j.cor.2014.08.023,COMPUTERS & OPERATIONS RESEARCH,23,214,3376
10.1016/j.cor.2014.09.007,COMPUTERS & OPERATIONS RESEARCH,15,214,3376
10.1016/j.cor.2014.09.005,COMPUTERS & OPERATIONS RESEARCH,17,214,3376
10.1016/j.cor.2014.08.015,COMPUTERS & OPERATIONS RESEARCH,9,214,3376
10.1016/j.cor.2014.08.019,COMPUTERS & OPERATIONS RESEARCH,5,214,3376
10.1016/j.cor.2014.01.005,COMPUTERS & OPERATIONS RESEARCH,33,214,3376
10.1016/j.cor.2014.05.002,COMPUTERS & OPERATIONS RESEARCH,30,214,3376
10.1016/j.cor.2014.10.003,COMPUTERS & OPERATIONS RESEARCH,11,214,3376
10.1016/j.cor.2014.03.001,COMPUTERS & OPERATIONS RESEARCH,14,214,3376
10.1016/j.cor.2014.08.024,COMPUTERS & OPERATIONS RESEARCH,14,214,3376
10.1016/j.cor.2014.08.017,COMPUTERS & OPERATIONS RESEARCH,29,214,3376
10.1016/j.cor.2014.10.013,COMPUTERS & OPERATIONS RESEARCH,12,214,3376
10.1016/j.cor.2014.09.002,COMPUTERS & OPERATIONS RESEARCH,70,214,3376
10.1016/j.cor.2014.06.015,COMPUTERS & OPERATIONS RESEARCH,43,214,3376
10.1016/j.cor.2013.08.023,COMPUTERS & OPERATIONS RESEARCH,44,214,3376
10.1016/j.cor.2013.11.021,COMPUTERS & OPERATIONS RESEARCH,54,214,3376
10.1016/j.cor.2013.11.020,COMPUTERS & OPERATIONS RESEARCH,39,214,3376
10.1016/j.cor.2014.03.002,COMPUTERS & OPERATIONS RESEARCH,120,214,3376
10.1016/j.cor.2013.06.005,COMPUTERS & OPERATIONS RESEARCH,8,214,3376
10.1016/j.cor.2014.09.006,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2014.07.013,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2014.07.004,COMPUTERS & OPERATIONS RESEARCH,19,214,3376
10.1016/j.cor.2014.06.016,COMPUTERS & OPERATIONS RESEARCH,16,214,3376
10.1016/j.cor.2014.07.011,COMPUTERS & OPERATIONS RESEARCH,24,214,3376
10.1016/j.cor.2014.07.012,COMPUTERS & OPERATIONS RESEARCH,16,214,3376
10.1016/j.cor.2014.07.016,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2014.08.001,COMPUTERS & OPERATIONS RESEARCH,19,214,3376
10.1016/j.cor.2014.07.019,COMPUTERS & OPERATIONS RESEARCH,5,214,3376
10.1016/j.cor.2014.07.018,COMPUTERS & OPERATIONS RESEARCH,8,214,3376
10.1016/j.cor.2014.07.010,COMPUTERS & OPERATIONS RESEARCH,8,214,3376
10.1016/j.cor.2014.08.013,COMPUTERS & OPERATIONS RESEARCH,2,214,3376
10.1016/j.cor.2014.08.011,COMPUTERS & OPERATIONS RESEARCH,6,214,3376
10.1016/j.cor.2014.08.012,COMPUTERS & OPERATIONS RESEARCH,12,214,3376
10.1016/j.cor.2014.06.021,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2014.08.009,COMPUTERS & OPERATIONS RESEARCH,1,214,3376
10.1016/j.cor.2014.08.003,COMPUTERS & OPERATIONS RESEARCH,0,214,3376
10.1016/j.cor.2014.03.024,COMPUTERS & OPERATIONS RESEARCH,20,214,3376
10.1016/j.cor.2014.04.016,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2014.05.011,COMPUTERS & OPERATIONS RESEARCH,9,214,3376
10.1016/j.cor.2014.05.009,COMPUTERS & OPERATIONS RESEARCH,14,214,3376
10.1016/j.cor.2014.05.008,COMPUTERS & OPERATIONS RESEARCH,13,214,3376
10.1016/j.cor.2014.03.023,COMPUTERS & OPERATIONS RESEARCH,3,214,3376
10.1016/j.cor.2014.08.004,COMPUTERS & OPERATIONS RESEARCH,20,214,3376
10.1016/j.cor.2014.08.002,COMPUTERS & OPERATIONS RESEARCH,15,214,3376
10.1016/j.cor.2014.08.006,COMPUTERS & OPERATIONS RESEARCH,46,214,3376
10.1016/j.cor.2014.08.005,COMPUTERS & OPERATIONS RESEARCH,36,214,3376
10.1016/j.cor.2014.04.018,COMPUTERS & OPERATIONS RESEARCH,16,214,3376
10.1016/j.cor.2014.03.022,COMPUTERS & OPERATIONS RESEARCH,10,214,3376
10.1016/j.cor.2014.06.024,COMPUTERS & OPERATIONS RESEARCH,4,214,3376
10.1016/j.cor.2014.04.017,COMPUTERS & OPERATIONS RESEARCH,8,214,3376
10.1007/s11067-013-9191-9,NETWORKS & SPATIAL ECONOMICS,58,48,474
10.1007/s11067-014-9261-7,NETWORKS & SPATIAL ECONOMICS,35,48,474
10.1007/s11067-014-9275-1,NETWORKS & SPATIAL ECONOMICS,25,48,474
10.1007/s11067-014-9267-1,NETWORKS & SPATIAL ECONOMICS,22,48,474
10.1007/s11067-014-9233-y,NETWORKS & SPATIAL ECONOMICS,19,48,474
10.1007/s11067-013-9198-2,NETWORKS & SPATIAL ECONOMICS,18,48,474
10.1007/s11067-014-9248-4,NETWORKS & SPATIAL ECONOMICS,18,48,474
10.1007/s11067-014-9260-8,NETWORKS & SPATIAL ECONOMICS,17,48,474
10.1007/s11067-014-9278-y,NETWORKS & SPATIAL ECONOMICS,14,48,474
10.1007/s11067-014-9242-x,NETWORKS & SPATIAL ECONOMICS,14,48,474
10.1007/s11067-014-9272-4,NETWORKS & SPATIAL ECONOMICS,13,48,474
10.1007/s11067-013-9188-4,NETWORKS & SPATIAL ECONOMICS,12,48,474
10.1007/s11067-014-9259-1,NETWORKS & SPATIAL ECONOMICS,12,48,474
10.1007/s11067-013-9193-7,NETWORKS & SPATIAL ECONOMICS,11,48,474
10.1007/s11067-014-9249-3,NETWORKS & SPATIAL ECONOMICS,10,48,474
10.1007/s11067-015-9283-9,NETWORKS & SPATIAL ECONOMICS,10,48,474
10.1007/s11067-014-9256-4,NETWORKS & SPATIAL ECONOMICS,10,48,474
10.1007/s11067-014-9276-0,NETWORKS & SPATIAL ECONOMICS,9,48,474
10.1007/s11067-014-9281-3,NETWORKS & SPATIAL ECONOMICS,9,48,474
10.1007/s11067-013-9192-8,NETWORKS & SPATIAL ECONOMICS,9,48,474
10.1007/s11067-014-9274-2,NETWORKS & SPATIAL ECONOMICS,9,48,474
10.1007/s11067-014-9279-x,NETWORKS & SPATIAL ECONOMICS,8,48,474
10.1007/s11067-014-9282-2,NETWORKS & SPATIAL ECONOMICS,8,48,474
10.1007/s11067-013-9206-6,NETWORKS & SPATIAL ECONOMICS,8,48,474
10.1007/s11067-014-9240-z,NETWORKS & SPATIAL ECONOMICS,8,48,474
10.1007/s11067-014-9270-6,NETWORKS & SPATIAL ECONOMICS,8,48,474
10.1007/s11067-014-9232-z,NETWORKS & SPATIAL ECONOMICS,7,48,474
10.1007/s11067-014-9243-9,NETWORKS & SPATIAL ECONOMICS,7,48,474
10.1007/s11067-013-9195-5,NETWORKS & SPATIAL ECONOMICS,7,48,474
10.1007/s11067-014-9269-z,NETWORKS & SPATIAL ECONOMICS,7,48,474
10.1007/s11067-014-9239-5,NETWORKS & SPATIAL ECONOMICS,6,48,474
10.1007/s11067-014-9251-9,NETWORKS & SPATIAL ECONOMICS,6,48,474
10.1007/s11067-014-9250-x,NETWORKS & SPATIAL ECONOMICS,5,48,474
10.1007/s11067-014-9273-3,NETWORKS & SPATIAL ECONOMICS,5,48,474
10.1007/s11067-014-9280-4,NETWORKS & SPATIAL ECONOMICS,4,48,474
10.1007/s11067-014-9241-y,NETWORKS & SPATIAL ECONOMICS,4,48,474
10.1007/s11067-014-9234-x,NETWORKS & SPATIAL ECONOMICS,4,48,474
10.1007/s11067-014-9277-z,NETWORKS & SPATIAL ECONOMICS,3,48,474
10.1007/s11067-014-9262-6,NETWORKS & SPATIAL ECONOMICS,3,48,474
10.1007/s11067-014-9271-5,NETWORKS & SPATIAL ECONOMICS,3,48,474
10.1007/s11067-014-9265-3,NETWORKS & SPATIAL ECONOMICS,3,48,474
10.1007/s11067-013-9207-5,NETWORKS & SPATIAL ECONOMICS,2,48,474
10.1007/s11067-013-9213-7,NETWORKS & SPATIAL ECONOMICS,2,48,474
10.1007/s11067-014-9257-3,NETWORKS & SPATIAL ECONOMICS,1,48,474
10.1007/s11067-014-9252-8,NETWORKS & SPATIAL ECONOMICS,1,48,474
10.1007/s11067-015-9307-5,NETWORKS & SPATIAL ECONOMICS,0,48,474
10.1007/s11067-014-9268-0,NETWORKS & SPATIAL ECONOMICS,0,48,474
10.1007/s11067-014-9266-2,NETWORKS & SPATIAL ECONOMICS,0,48,474
10.1002/net.21599,NETWORKS,25,59,236
10.1002/net.21622,NETWORKS,24,59,236
10.1002/net.21589,NETWORKS,16,59,236
10.1002/net.21587,NETWORKS,14,59,236
10.1002/net.21588,NETWORKS,13,59,236
10.1002/net.21634,NETWORKS,10,59,236
10.1002/net.21610,NETWORKS,10,59,236
10.1002/net.21600,NETWORKS,9,59,236
10.1002/net.21586,NETWORKS,7,59,236
10.1002/net.21591,NETWORKS,7,59,236
10.1002/net.21594,NETWORKS,7,59,236
10.1002/net.21581,NETWORKS,7,59,236
10.1002/net.21660,NETWORKS,6,59,236
10.1002/net.21615,NETWORKS,6,59,236
10.1002/net.21571,NETWORKS,5,59,236
10.1002/net.21624,NETWORKS,4,59,236
10.1002/net.21626,NETWORKS,4,59,236
10.1002/net.21605,NETWORKS,4,59,236
10.1002/net.21580,NETWORKS,4,59,236
10.1002/net.21604,NETWORKS,4,59,236
10.1002/net.21601,NETWORKS,4,59,236
10.1002/net.21597,NETWORKS,4,59,236
10.1002/net.21572,NETWORKS,4,59,236
10.1002/net.21654,NETWORKS,3,59,236
10.1002/net.21659,NETWORKS,3,59,236
10.1002/net.21655,NETWORKS,3,59,236
10.1002/net.21652,NETWORKS,3,59,236
10.1002/net.21627,NETWORKS,3,59,236
10.1002/net.21621,NETWORKS,3,59,236
10.1002/net.21657,NETWORKS,2,59,236
10.1002/net.21602,NETWORKS,2,59,236
10.1002/net.21595,NETWORKS,2,59,236
10.1002/net.21609,NETWORKS,2,59,236
10.1002/net.21653,NETWORKS,1,59,236
10.1002/net.21658,NETWORKS,1,59,236
10.1002/net.21635,NETWORKS,1,59,236
10.1002/net.21623,NETWORKS,1,59,236
10.1002/net.21616,NETWORKS,1,59,236
10.1002/net.21619,NETWORKS,1,59,236
10.1002/net.21603,NETWORKS,1,59,236
10.1002/net.21596,NETWORKS,1,59,236
10.1002/net.21612,NETWORKS,1,59,236
10.1002/net.21598,NETWORKS,1,59,236
10.1002/net.21592,NETWORKS,1,59,236
10.1002/net.21568,NETWORKS,1,59,236
10.1002/net.21630,NETWORKS,0,59,236
10.1002/net.21632,NETWORKS,0,59,236
10.1002/net.21607,NETWORKS,0,59,236
10.1002/net.21618,NETWORKS,0,59,236
10.1002/net.21629,NETWORKS,0,59,236
10.1002/net.21617,NETWORKS,0,59,236
10.1002/net.21608,NETWORKS,0,59,236
10.1002/net.21611,NETWORKS,0,59,236
10.1002/net.21606,NETWORKS,0,59,236
10.1002/net.21590,NETWORKS,0,59,236
10.1002/net.21613,NETWORKS,0,59,236
10.1002/net.21579,NETWORKS,0,59,236
10.1002/net.21593,NETWORKS,0,59,236
10.1002/net.21583,NETWORKS,0,59,236
10.1016/j.omega.2014.11.009,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,234,118,2653
10.1016/j.omega.2014.10.004,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,188,118,2653
10.1016/j.omega.2015.01.006,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,173,118,2653
10.1016/j.omega.2014.12.006,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,83,118,2653
10.1016/j.omega.2014.09.006,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,62,118,2653
10.1016/j.omega.2015.01.014,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,58,118,2653
10.1016/j.omega.2014.11.008,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,57,118,2653
10.1016/j.omega.2014.07.005,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,52,118,2653
10.1016/j.omega.2015.03.004,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,50,118,2653
10.1016/j.omega.2015.03.003,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,50,118,2653
10.1016/j.omega.2014.10.011,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,49,118,2653
10.1016/j.omega.2014.07.002,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,49,118,2653
10.1016/j.omega.2015.03.009,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,47,118,2653
10.1016/j.omega.2014.12.005,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,47,118,2653
10.1016/j.omega.2015.03.008,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,41,118,2653
10.1016/j.omega.2014.06.002,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,40,118,2653
10.1016/j.omega.2015.01.015,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,37,118,2653
10.1016/j.omega.2014.10.006,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,36,118,2653
10.1016/j.omega.2015.01.002,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,35,118,2653
10.1016/j.omega.2014.09.003,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,34,118,2653
10.1016/j.omega.2014.08.006,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,33,118,2653
10.1016/j.omega.2014.11.007,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,30,118,2653
10.1016/j.omega.2014.08.007,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,30,118,2653
10.1016/j.omega.2014.08.001,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,29,118,2653
