DI,SO,TC,TC_count,TC_sum
10.1007/s10479-015-1981-7,ANNALS OF OPERATIONS RESEARCH,4,82,706
10.1007/s10479-015-1987-1,ANNALS OF OPERATIONS RESEARCH,26,82,706
10.1007/s10479-015-1880-y,ANNALS OF OPERATIONS RESEARCH,3,82,706
10.1007/s10479-015-1958-6,ANNALS OF OPERATIONS RESEARCH,0,82,706
10.1007/s10479-015-1935-0,ANNALS OF OPERATIONS RESEARCH,3,82,706
10.1007/s10479-015-1905-6,ANNALS OF OPERATIONS RESEARCH,1,82,706
10.1007/s10479-015-1997-z,ANNALS OF OPERATIONS RESEARCH,17,82,706
10.1007/s10479-015-2010-6,ANNALS OF OPERATIONS RESEARCH,8,82,706
10.1007/s10479-015-1913-6,ANNALS OF OPERATIONS RESEARCH,1,82,706
10.1007/s10479-015-1925-2,ANNALS OF OPERATIONS RESEARCH,3,82,706
10.1007/s10479-015-1951-0,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-015-1990-6,ANNALS OF OPERATIONS RESEARCH,7,82,706
10.1007/s10479-015-1962-x,ANNALS OF OPERATIONS RESEARCH,6,82,706
10.1007/s10479-015-1918-1,ANNALS OF OPERATIONS RESEARCH,8,82,706
10.1007/s10479-015-1877-6,ANNALS OF OPERATIONS RESEARCH,0,82,706
10.1007/s10479-015-1932-3,ANNALS OF OPERATIONS RESEARCH,5,82,706
10.1007/s10479-014-1727-y,ANNALS OF OPERATIONS RESEARCH,4,82,706
10.1007/s10479-014-1777-1,ANNALS OF OPERATIONS RESEARCH,5,82,706
10.1007/s10479-014-1550-5,ANNALS OF OPERATIONS RESEARCH,9,82,706
10.1007/s10479-014-1779-z,ANNALS OF OPERATIONS RESEARCH,5,82,706
10.1007/s10479-012-1253-8,ANNALS OF OPERATIONS RESEARCH,21,82,706
10.1007/s10479-014-1595-5,ANNALS OF OPERATIONS RESEARCH,39,82,706
10.1007/s10479-014-1574-x,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-014-1656-9,ANNALS OF OPERATIONS RESEARCH,1,82,706
10.1007/s10479-013-1443-z,ANNALS OF OPERATIONS RESEARCH,12,82,706
10.1007/s10479-013-1507-0,ANNALS OF OPERATIONS RESEARCH,6,82,706
10.1007/s10479-013-1407-3,ANNALS OF OPERATIONS RESEARCH,3,82,706
10.1007/s10479-013-1516-z,ANNALS OF OPERATIONS RESEARCH,15,82,706
10.1007/s10479-014-1566-x,ANNALS OF OPERATIONS RESEARCH,3,82,706
10.1007/s10479-013-1316-5,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-013-1519-9,ANNALS OF OPERATIONS RESEARCH,3,82,706
10.1007/s10479-013-1389-1,ANNALS OF OPERATIONS RESEARCH,1,82,706
10.1007/s10479-014-1546-1,ANNALS OF OPERATIONS RESEARCH,6,82,706
10.1007/s10479-015-1839-z,ANNALS OF OPERATIONS RESEARCH,1,82,706
10.1007/s10479-014-1623-5,ANNALS OF OPERATIONS RESEARCH,6,82,706
10.1007/s10479-015-1841-5,ANNALS OF OPERATIONS RESEARCH,0,82,706
10.1007/s10479-015-1803-y,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-015-1853-1,ANNALS OF OPERATIONS RESEARCH,50,82,706
10.1007/s10479-014-1753-9,ANNALS OF OPERATIONS RESEARCH,11,82,706
10.1007/s10479-015-1818-4,ANNALS OF OPERATIONS RESEARCH,18,82,706
10.1007/s10479-013-1470-9,ANNALS OF OPERATIONS RESEARCH,7,82,706
10.1007/s10479-014-1763-7,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-015-1846-0,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-015-1815-7,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-015-1835-3,ANNALS OF OPERATIONS RESEARCH,0,82,706
10.1007/s10479-015-1816-6,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-015-1802-z,ANNALS OF OPERATIONS RESEARCH,7,82,706
10.1007/s10479-015-1826-4,ANNALS OF OPERATIONS RESEARCH,1,82,706
10.1007/s10479-014-1745-9,ANNALS OF OPERATIONS RESEARCH,47,82,706
10.1007/s10479-014-1528-3,ANNALS OF OPERATIONS RESEARCH,8,82,706
10.1007/s10479-012-1136-z,ANNALS OF OPERATIONS RESEARCH,0,82,706
10.1007/s10479-013-1442-0,ANNALS OF OPERATIONS RESEARCH,19,82,706
10.1007/s10479-012-1088-3,ANNALS OF OPERATIONS RESEARCH,23,82,706
10.1007/s10479-012-1152-z,ANNALS OF OPERATIONS RESEARCH,8,82,706
10.1007/s10479-012-1095-4,ANNALS OF OPERATIONS RESEARCH,4,82,706
10.1007/s10479-012-1094-5,ANNALS OF OPERATIONS RESEARCH,15,82,706
10.1007/s10479-013-1313-8,ANNALS OF OPERATIONS RESEARCH,7,82,706
10.1007/s10479-013-1367-7,ANNALS OF OPERATIONS RESEARCH,8,82,706
10.1007/s10479-013-1434-0,ANNALS OF OPERATIONS RESEARCH,7,82,706
10.1007/s10479-014-1609-3,ANNALS OF OPERATIONS RESEARCH,8,82,706
10.1007/s10479-013-1420-6,ANNALS OF OPERATIONS RESEARCH,12,82,706
10.1007/s10479-014-1659-6,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-014-1698-z,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-014-1681-8,ANNALS OF OPERATIONS RESEARCH,38,82,706
10.1007/s10479-014-1691-6,ANNALS OF OPERATIONS RESEARCH,9,82,706
10.1007/s10479-014-1672-9,ANNALS OF OPERATIONS RESEARCH,4,82,706
10.1007/s10479-014-1739-7,ANNALS OF OPERATIONS RESEARCH,13,82,706
10.1007/s10479-014-1706-3,ANNALS OF OPERATIONS RESEARCH,16,82,706
10.1007/s10479-014-1701-8,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-014-1692-5,ANNALS OF OPERATIONS RESEARCH,17,82,706
10.1007/s10479-014-1728-x,ANNALS OF OPERATIONS RESEARCH,5,82,706
10.1007/s10479-014-1738-8,ANNALS OF OPERATIONS RESEARCH,13,82,706
10.1007/s10479-014-1714-3,ANNALS OF OPERATIONS RESEARCH,17,82,706
10.1007/s10479-014-1654-y,ANNALS OF OPERATIONS RESEARCH,12,82,706
10.1007/s10479-014-1735-y,ANNALS OF OPERATIONS RESEARCH,10,82,706
10.1007/s10479-014-1650-2,ANNALS OF OPERATIONS RESEARCH,8,82,706
10.1007/s10479-014-1666-7,ANNALS OF OPERATIONS RESEARCH,18,82,706
10.1007/s10479-012-1251-x,ANNALS OF OPERATIONS RESEARCH,2,82,706
10.1007/s10479-013-1377-5,ANNALS OF OPERATIONS RESEARCH,0,82,706
10.1007/s10479-013-1404-6,ANNALS OF OPERATIONS RESEARCH,0,82,706
10.1007/s10479-013-1401-9,ANNALS OF OPERATIONS RESEARCH,5,82,706
10.1007/s10479-013-1426-0,ANNALS OF OPERATIONS RESEARCH,5,82,706
10.1080/0305215X.2014.971777,ENGINEERING OPTIMIZATION,11,94,687
10.1080/0305215X.2014.979814,ENGINEERING OPTIMIZATION,11,94,687
10.1080/0305215X.2014.971778,ENGINEERING OPTIMIZATION,8,94,687
10.1080/0305215X.2014.977274,ENGINEERING OPTIMIZATION,5,94,687
10.1080/0305215X.2014.979816,ENGINEERING OPTIMIZATION,4,94,687
10.1080/0305215X.2014.979813,ENGINEERING OPTIMIZATION,6,94,687
10.1080/0305215X.2014.982634,ENGINEERING OPTIMIZATION,17,94,687
10.1080/0305215X.2014.963068,ENGINEERING OPTIMIZATION,14,94,687
10.1080/0305215X.2014.963069,ENGINEERING OPTIMIZATION,13,94,687
10.1080/0305215X.2014.963070,ENGINEERING OPTIMIZATION,2,94,687
10.1080/0305215X.2014.969724,ENGINEERING OPTIMIZATION,0,94,687
10.1080/0305215X.2014.969725,ENGINEERING OPTIMIZATION,4,94,687
10.1080/0305215X.2014.969727,ENGINEERING OPTIMIZATION,3,94,687
10.1080/0305215X.2014.971776,ENGINEERING OPTIMIZATION,6,94,687
10.1080/0305215X.2014.958732,ENGINEERING OPTIMIZATION,7,94,687
10.1080/0305215X.2014.954565,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.954566,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.954567,ENGINEERING OPTIMIZATION,9,94,687
10.1080/0305215X.2014.958733,ENGINEERING OPTIMIZATION,5,94,687
10.1080/0305215X.2014.958734,ENGINEERING OPTIMIZATION,12,94,687
10.1080/0305215X.2014.963071,ENGINEERING OPTIMIZATION,8,94,687
10.1080/0305215X.2014.969726,ENGINEERING OPTIMIZATION,4,94,687
10.1080/0305215X.2014.941288,ENGINEERING OPTIMIZATION,22,94,687
10.1080/0305215X.2014.941289,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.941532,ENGINEERING OPTIMIZATION,9,94,687
10.1080/0305215X.2014.947972,ENGINEERING OPTIMIZATION,18,94,687
10.1080/0305215X.2014.947973,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.947974,ENGINEERING OPTIMIZATION,0,94,687
10.1080/0305215X.2014.947975,ENGINEERING OPTIMIZATION,10,94,687
10.1080/0305215X.2014.954568,ENGINEERING OPTIMIZATION,7,94,687
10.1080/0305215X.2014.928817,ENGINEERING OPTIMIZATION,30,94,687
10.1080/0305215X.2014.928816,ENGINEERING OPTIMIZATION,12,94,687
10.1080/0305215X.2014.941290,ENGINEERING OPTIMIZATION,13,94,687
10.1080/0305215X.2014.933822,ENGINEERING OPTIMIZATION,8,94,687
10.1080/0305215X.2014.933823,ENGINEERING OPTIMIZATION,3,94,687
10.1080/0305215X.2014.933825,ENGINEERING OPTIMIZATION,19,94,687
10.1080/0305215X.2014.933824,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.928818,ENGINEERING OPTIMIZATION,26,94,687
10.1080/0305215X.2014.918114,ENGINEERING OPTIMIZATION,11,94,687
10.1080/0305215X.2014.918115,ENGINEERING OPTIMIZATION,16,94,687
10.1080/0305215X.2014.927449,ENGINEERING OPTIMIZATION,2,94,687
10.1080/0305215X.2014.927451,ENGINEERING OPTIMIZATION,7,94,687
10.1080/0305215X.2014.927452,ENGINEERING OPTIMIZATION,4,94,687
10.1080/0305215X.2014.918116,ENGINEERING OPTIMIZATION,7,94,687
10.1080/0305215X.2014.928815,ENGINEERING OPTIMIZATION,14,94,687
10.1080/0305215X.2014.927450,ENGINEERING OPTIMIZATION,0,94,687
10.1080/0305215X.2014.958731,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.908871,ENGINEERING OPTIMIZATION,15,94,687
10.1080/0305215X.2014.908869,ENGINEERING OPTIMIZATION,8,94,687
10.1080/0305215X.2014.908870,ENGINEERING OPTIMIZATION,7,94,687
10.1080/0305215X.2014.914189,ENGINEERING OPTIMIZATION,4,94,687
10.1080/0305215X.2014.914190,ENGINEERING OPTIMIZATION,4,94,687
10.1080/0305215X.2014.914191,ENGINEERING OPTIMIZATION,3,94,687
10.1080/0305215X.2014.914282,ENGINEERING OPTIMIZATION,3,94,687
10.1080/0305215X.2014.918113,ENGINEERING OPTIMIZATION,3,94,687
10.1080/0305215X.2014.952067,ENGINEERING OPTIMIZATION,0,94,687
10.1080/0305215X.2014.905550,ENGINEERING OPTIMIZATION,8,94,687
10.1080/0305215X.2014.905551,ENGINEERING OPTIMIZATION,8,94,687
10.1080/0305215X.2014.895338,ENGINEERING OPTIMIZATION,8,94,687
10.1080/0305215X.2014.895339,ENGINEERING OPTIMIZATION,2,94,687
10.1080/0305215X.2014.895340,ENGINEERING OPTIMIZATION,28,94,687
10.1080/0305215X.2014.905552,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.905553,ENGINEERING OPTIMIZATION,2,94,687
10.1080/0305215X.2014.908868,ENGINEERING OPTIMIZATION,5,94,687
10.1080/0305215X.2014.887705,ENGINEERING OPTIMIZATION,10,94,687
10.1080/0305215X.2014.887706,ENGINEERING OPTIMIZATION,0,94,687
10.1080/0305215X.2014.892593,ENGINEERING OPTIMIZATION,4,94,687
10.1080/0305215X.2014.892594,ENGINEERING OPTIMIZATION,7,94,687
10.1080/0305215X.2014.892595,ENGINEERING OPTIMIZATION,8,94,687
10.1080/0305215X.2014.892596,ENGINEERING OPTIMIZATION,5,94,687
10.1080/0305215X.2014.895337,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2013.875167,ENGINEERING OPTIMIZATION,5,94,687
10.1080/0305215X.2013.875166,ENGINEERING OPTIMIZATION,7,94,687
10.1080/0305215X.2014.881808,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.881809,ENGINEERING OPTIMIZATION,3,94,687
10.1080/0305215X.2014.882332,ENGINEERING OPTIMIZATION,3,94,687
10.1080/0305215X.2014.887703,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.887704,ENGINEERING OPTIMIZATION,3,94,687
10.1080/0305215X.2014.881807,ENGINEERING OPTIMIZATION,2,94,687
10.1080/0305215X.2013.858138,ENGINEERING OPTIMIZATION,13,94,687
10.1080/0305215X.2013.868450,ENGINEERING OPTIMIZATION,19,94,687
10.1080/0305215X.2013.868451,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2013.868452,ENGINEERING OPTIMIZATION,2,94,687
10.1080/0305215X.2013.868453,ENGINEERING OPTIMIZATION,5,94,687
10.1080/0305215X.2013.875164,ENGINEERING OPTIMIZATION,14,94,687
10.1080/0305215X.2013.875165,ENGINEERING OPTIMIZATION,18,94,687
10.1080/0305215X.2014.971779,ENGINEERING OPTIMIZATION,0,94,687
10.1080/0305215X.2014.982631,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.982632,ENGINEERING OPTIMIZATION,5,94,687
10.1080/0305215X.2014.982633,ENGINEERING OPTIMIZATION,3,94,687
10.1080/0305215X.2014.992891,ENGINEERING OPTIMIZATION,17,94,687
10.1080/0305215X.2014.992892,ENGINEERING OPTIMIZATION,15,94,687
10.1080/0305215X.2014.995176,ENGINEERING OPTIMIZATION,1,94,687
10.1080/0305215X.2014.979815,ENGINEERING OPTIMIZATION,11,94,687
10.1016/j.ejor.2015.05.053,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,71,271,4048
10.1016/j.ejor.2015.06.049,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.06.045,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2015.06.046,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2015.06.052,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,32,271,4048
10.1016/j.ejor.2015.06.061,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.06.024,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2015.06.040,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.06.059,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2015.05.079,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,58,271,4048
10.1016/j.ejor.2015.05.062,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2015.06.039,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2015.06.067,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.05.032,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,33,271,4048
10.1016/j.ejor.2015.06.003,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,1,271,4048
10.1016/j.ejor.2015.06.053,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,1,271,4048
10.1016/j.ejor.2015.05.068,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.05.030,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,131,271,4048
10.1016/j.ejor.2015.05.018,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,39,271,4048
10.1016/j.ejor.2015.06.009,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.05.064,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.05.063,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.05.056,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,15,271,4048
10.1016/j.ejor.2015.05.061,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2015.05.034,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2015.05.043,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,15,271,4048
10.1016/j.ejor.2015.05.074,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2015.04.013,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,20,271,4048
10.1016/j.ejor.2015.05.027,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,21,271,4048
10.1016/j.ejor.2015.04.026,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2015.05.020,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,14,271,4048
10.1016/j.ejor.2015.05.052,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,14,271,4048
10.1016/j.ejor.2015.05.046,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.05.029,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.05.054,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2015.04.052,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2015.04.032,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0,271,4048
10.1016/j.ejor.2015.05.016,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,16,271,4048
10.1016/j.ejor.2015.05.014,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2015.05.023,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,16,271,4048
10.1016/j.ejor.2015.05.003,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,16,271,4048
10.1016/j.ejor.2015.04.051,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,9,271,4048
10.1016/j.ejor.2015.05.017,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2015.05.009,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,1,271,4048
10.1016/j.ejor.2015.05.024,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,9,271,4048
10.1016/j.ejor.2015.05.012,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2015.04.025,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2015.04.042,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.04.039,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,11,271,4048
10.1016/j.ejor.2015.04.037,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,18,271,4048
10.1016/j.ejor.2015.05.015,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2015.04.040,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2015.04.045,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,0,271,4048
10.1016/j.ejor.2015.05.013,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2015.05.008,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2015.04.002,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,97,271,4048
10.1016/j.ejor.2015.04.021,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2015.04.038,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.04.014,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,14,271,4048
10.1016/j.ejor.2015.04.020,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,11,271,4048
10.1016/j.ejor.2015.02.047,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.04.030,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.04.003,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.04.035,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2015.04.031,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2015.03.016,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,27,271,4048
10.1016/j.ejor.2015.03.033,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,11,271,4048
10.1016/j.ejor.2015.03.037,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2015.03.039,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2015.03.049,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2015.04.010,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2015.04.009,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,17,271,4048
10.1016/j.ejor.2015.03.051,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2015.03.042,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2015.03.029,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2015.03.041,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.03.048,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2015.03.045,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.04.005,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,20,271,4048
10.1016/j.ejor.2015.04.007,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2015.03.002,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,8,271,4048
10.1016/j.ejor.2015.02.035,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,25,271,4048
10.1016/j.ejor.2015.03.018,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2015.01.048,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,14,271,4048
10.1016/j.ejor.2015.03.024,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,10,271,4048
10.1016/j.ejor.2015.03.007,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2015.02.043,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,11,271,4048
10.1016/j.ejor.2015.02.025,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,50,271,4048
10.1016/j.ejor.2015.02.029,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2015.01.058,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,17,271,4048
10.1016/j.ejor.2015.02.044,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.03.009,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2015.02.051,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,9,271,4048
10.1016/j.ejor.2015.02.048,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,14,271,4048
10.1016/j.ejor.2015.02.041,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,14,271,4048
10.1016/j.ejor.2015.03.008,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,31,271,4048
10.1016/j.ejor.2015.03.003,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,11,271,4048
10.1016/j.ejor.2015.02.024,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,1,271,4048
10.1016/j.ejor.2015.02.042,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,7,271,4048
10.1016/j.ejor.2015.02.040,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,19,271,4048
10.1016/j.ejor.2015.02.022,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2015.02.007,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,271,4048
10.1016/j.ejor.2015.02.015,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,26,271,4048
10.1016/j.ejor.2015.02.006,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2015.02.012,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,9,271,4048
10.1016/j.ejor.2015.02.020,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.02.011,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,9,271,4048
10.1016/j.ejor.2015.02.010,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2015.02.021,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,17,271,4048
10.1016/j.ejor.2015.02.016,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,13,271,4048
10.1016/j.ejor.2015.02.005,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,37,271,4048
10.1016/j.ejor.2015.02.013,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,3,271,4048
10.1016/j.ejor.2015.02.031,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,4,271,4048
10.1016/j.ejor.2014.12.008,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,32,271,4048
10.1016/j.ejor.2015.01.033,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,22,271,4048
10.1016/j.ejor.2015.01.036,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,5,271,4048
10.1016/j.ejor.2015.01.045,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,6,271,4048
10.1016/j.ejor.2015.01.052,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,12,271,4048
10.1016/j.ejor.2015.01.025,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,21,271,4048
10.1016/j.ejor.2015.01.046,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,30,271,4048
10.1016/j.ejor.2014.11.030,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,91,271,4048
10.1016/j.ejor.2015.01.001,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,22,271,4048
10.1016/j.ejor.2014.12.051,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,11,271,4048
