doi,altmetric_id,tweet_id,tweet_url,postedAt,postType,originalPost,has_plumx,comments,source
10.1142/S0219622014500564,617162,1.72509E+17,http://twitter.com/#!/bgcswall/status/172508723602927616,2012-02-23T02:30:59.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2015.11.005,6251425,7.11889E+17,http://twitter.com/GALAeprints/statuses/711889175969071105,2016-03-21T12:16:20.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2015.09.020,4751657,6.64637E+17,http://twitter.com/mitabhattachar5/statuses/664636647548452864,2015-11-12T02:51:39.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2015.07.027,7058514,7.25727E+17,http://twitter.com/RiuNetUPV/statuses/725726504642994176,2016-04-28T16:40:56.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2015.06.023,4506451,6.43426E+17,http://twitter.com/MahasiswaMinang/statuses/643426317992656896,2015-09-14T14:09:23.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2014.12.038,6724903,7.2077E+17,http://twitter.com/Buzz_Ed/statuses/720769631837908992,2016-04-15T00:24:06.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2014.12.031,3050186,5.75777E+17,https://twitter.com/fowassa/status/575777373615947776,2015-03-11T21:56:37.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2015.02.023,4134763,6.08993E+17,https://twitter.com/kueprints/status/608993071615868928,2015-06-11T13:43:57.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2015.01.022,3785840,5.76458E+17,https://twitter.com/ltiacci/status/576457847686451202,2015-03-13T19:00:35.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2014.09.003,4832382,6.72082E+17,http://twitter.com/GALAeprints/statuses/672082392371228675,2015-12-02T15:58:23.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2014.09.003,4832382,6.72064E+17,http://twitter.com/GALAeprints/statuses/672064285023928322,2015-12-02T14:46:26.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2014.09.007,2750416,6.17235E+17,https://twitter.com/ireneclng/status/617235300461510656,2015-07-04T07:35:37.000Z,tweet,TRUE,FALSE,,
10.1016/j.ijpe.2014.09.007,2750416,5.69723E+17,https://twitter.com/Toffeemen68/status/569723215691403264,2015-02-23T04:59:34.000Z,tweet,TRUE,FALSE,,
10.1002/asmb.2010,4199603,6.13271E+17,https://twitter.com/Wiley_Stats/status/613270773587963904,2015-06-23T09:02:01.000Z,tweet,TRUE,FALSE,,
10.1002/asmb.2113,4583335,6.50333E+17,http://twitter.com/linarengifoc/statuses/650333322997035008,2015-10-03T15:35:21.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2015.1029647,8224344,7.35416E+17,http://twitter.com/DrChristosV/statuses/735416024770748416,2016-05-25T10:23:38.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2015.1005248,4678767,6.58961E+17,http://twitter.com/pa_insulation/statuses/658961101481230336,2015-10-27T10:59:04.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2014.931608,9905726,7.65563E+17,http://twitter.com/ProfRamanathan/statuses/765563021045428224,2016-08-16T14:57:02.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2014.937010,2547568,4.94033E+17,https://twitter.com/BBSLibrarian/status/494032782323367937,2014-07-29T08:12:48.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2015.1005771,4113751,6.07863E+17,https://twitter.com/BibEUETIB/status/607862632910102528,2015-06-08T10:51:59.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2015.1033033,12239392,7.80756E+17,http://twitter.com/LNExir/statuses/780755698091106305,2016-09-27T13:07:18.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2015.1037934,3969545,5.95615E+17,https://twitter.com/Toffeemen68/status/595615421098659840,2015-05-05T15:45:57.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2014.975852,2991367,7.47415E+17,http://twitter.com/RiuNetUPV/statuses/747414767514451968,2016-06-27T13:02:21.000Z,tweet,TRUE,FALSE,,https://riunet.upv.es/handle/10251/66543
10.1080/00207543.2014.975852,2991367,5.45214E+17,https://twitter.com/JuanMarinUPV/status/545214064180215809,2014-12-17T13:48:57.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2014.983617,7306721,7.81989E+17,http://twitter.com/AngelesRAroca/statuses/781989109107716096,2016-09-30T22:48:26.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2014.983617,7306721,7.29741E+17,http://twitter.com/RiuNetUPV/statuses/729740970128855041,2016-05-09T18:32:59.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2014.942757,2594173,5.01332E+17,https://twitter.com/SantiagoLagoP/status/501331721577435136,2014-08-18T11:36:11.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2014.932936,9908144,8.08434E+17,http://twitter.com/ylifin/statuses/808434480335622144,2016-12-12T22:12:54.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2014.919424,2889034,5.34313E+17,https://twitter.com/Francesca_Farr/status/534312978557186049,2014-11-17T11:51:55.000Z,tweet,TRUE,FALSE,,
10.1080/00207543.2014.921350,4630811,6.54753E+17,http://twitter.com/abhic_1983/statuses/654752912086687745,2015-10-15T20:17:13.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.072976,4843587,6.73071E+17,http://twitter.com/Ander_aoai/statuses/673070852498419712,2015-12-05T09:26:10.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068221,3897888,5.8672E+17,https://twitter.com/PjctInnovation/status/586720343412191233,2015-04-11T02:40:05.000Z,tweet,TRUE,FALSE,没有指向具体文章，但是tweet内容包含标题,https://metapress.com/?utm_source=dlvr.it&utm_medium=twitter
10.1504/IJTM.2015.068212,3898429,5.86797E+17,https://twitter.com/PjctInnovation/status/586796853087244288,2015-04-11T07:44:06.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068223,3897748,5.8669E+17,https://twitter.com/PjctInnovation/status/586689757997961216,2015-04-11T00:38:33.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068220,3898138,5.86736E+17,https://twitter.com/PjctInnovation/status/586735691377197057,2015-04-11T03:41:04.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068219,3898176,5.86751E+17,https://twitter.com/PjctInnovation/status/586751042198437888,2015-04-11T04:42:04.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068214,3898261,5.86766E+17,https://twitter.com/PjctInnovation/status/586766268956422145,2015-04-11T05:42:34.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068774,6296799,5.87823E+17,https://twitter.com/PjctInnovation/status/587823106816786432,2015-04-14T03:42:04.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.065895,2943632,5.39591E+17,https://twitter.com/PjctInnovation/status/539591417429889024,2014-12-02T01:26:33.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068784,6296793,5.87762E+17,https://twitter.com/PjctInnovation/status/587761710196359168,2015-04-13T23:38:06.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068779,6296794,5.87777E+17,https://twitter.com/PjctInnovation/status/587776927919837184,2015-04-14T00:38:34.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068778,6296798,5.87793E+17,https://twitter.com/PjctInnovation/status/587792655762857984,2015-04-14T01:41:04.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068755,3930226,5.90782E+17,https://twitter.com/Research_Voice/status/590782077089505280,2015-04-22T07:39:58.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068755,3930226,5.87838E+17,https://twitter.com/PjctInnovation/status/587838333880897536,2015-04-14T04:42:34.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.065885,2941259,5.39622E+17,https://twitter.com/PjctInnovation/status/539621994862370816,2014-12-02T03:28:03.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.065896,2944168,5.39576E+17,https://twitter.com/PjctInnovation/status/539575938561110017,2014-12-02T00:25:03.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.065888,2941082,5.39607E+17,https://twitter.com/PjctInnovation/status/539606639813214208,2014-12-02T02:27:02.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068222,3897816,5.86705E+17,https://twitter.com/PjctInnovation/status/586705118734626816,2015-04-11T01:39:35.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068224,3897626,5.86675E+17,https://twitter.com/PjctInnovation/status/586674538437423105,2015-04-10T23:38:04.000Z,tweet,TRUE,FALSE,,
10.1504/IJTM.2015.068213,3898345,5.86781E+17,https://twitter.com/PjctInnovation/status/586781492749017088,2015-04-11T06:43:04.000Z,tweet,TRUE,FALSE,,
10.1287/inte.2015.0811,4620186,6.5407E+17,http://twitter.com/INFORMS/statuses/654069721239789568,2015-10-13T23:02:28.000Z,tweet,TRUE,FALSE,,
10.1287/inte.2015.0808,4607066,6.52597E+17,http://twitter.com/INFORMS/statuses/652597324846342144,2015-10-09T21:31:41.000Z,tweet,TRUE,FALSE,,
10.1287/inte.2015.0815,4949230,7.88042E+17,http://twitter.com/City_Research/statuses/788041741504958468,2016-10-17T15:39:26.000Z,tweet,TRUE,FALSE,,
10.1287/inte.2015.0798,4447010,6.37381E+17,http://twitter.com/INFORMS/statuses/637381327940132864,2015-08-28T21:48:45.000Z,tweet,TRUE,FALSE,,
10.1287/inte.2015.0798,4447010,6.37303E+17,http://twitter.com/s_neyshabouri/statuses/637303404281266176,2015-08-28T16:39:06.000Z,tweet,TRUE,FALSE,,
10.1287/inte.2014.0789,3855333,7.41759E+17,http://twitter.com/K1Kassa1/statuses/741759120445964288,2016-06-11T22:28:50.000Z,tweet,TRUE,FALSE,,
10.1287/inte.2014.0756,2502285,4.87624E+17,https://twitter.com/INFORMS/status/487623832715288576,2014-07-11T15:45:55.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-015-0307-2,12256711,7.81056E+17,http://twitter.com/RUA_Alicante/statuses/781055838249181184,2016-09-28T08:59:57.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-015-0271-x,4294539,6.22953E+17,https://twitter.com/MathPaper/status/622952633653825536,2015-07-20T02:14:16.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-014-0147-5,11923962,7.74435E+17,http://twitter.com/JGlobalOpt/statuses/774434891085778944,2016-09-10T02:30:40.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-015-0284-5,3722592,5.70383E+17,https://twitter.com/mathOCb/status/570382692698578944,2015-02-25T00:40:05.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-014-0231-x,2802630,5.24946E+17,https://twitter.com/Portsmouth_IR/status/524946091691630593,2014-10-22T15:31:15.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-014-0259-y,2395609,4.73301E+17,http://twitter.com/MathPaper/status/473300589439246337,2014-06-02T03:10:28.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-014-0159-1,2176543,4.43469E+17,http://twitter.com/BibliotecaCN/status/443468687467905024,2014-03-11T19:29:09.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-014-0159-1,2176543,4.43382E+17,http://twitter.com/BibliotecaCN/status/443382443681542144,2014-03-11T13:46:26.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-014-0150-x,3162485,5.60985E+17,https://twitter.com/mathOCb/status/560985360411291649,2015-01-30T02:18:27.000Z,tweet,TRUE,FALSE,,
10.1007/s10898-014-0150-x,3162485,5.60981E+17,https://twitter.com/MathPaper/status/560980865409245184,2015-01-30T02:00:35.000Z,tweet,TRUE,FALSE,,
10.1016/j.jmsy.2015.08.002,22112060,8.87304E+17,http://twitter.com/RiuNetUPV/statuses/887303654612619264,2017-07-18T13:30:51.000Z,tweet,TRUE,FALSE,,
10.1016/j.jom.2015.01.002,3223609,5.61921E+17,https://twitter.com/Toffeemen68/status/561920569570893824,2015-02-01T16:14:38.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2015.40,4567091,6.48954E+17,http://twitter.com/iveyresearch/statuses/648953992907780096,2015-09-29T20:14:23.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2014.137,3845933,6.59003E+17,http://twitter.com/PalgraveJournal/statuses/659003129740963840,2015-10-27T13:46:04.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2014.137,3845933,5.81456E+17,https://twitter.com/PalgraveJournal/status/581455697725915136,2015-03-27T14:00:15.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2015.18,3918101,5.8908E+17,https://twitter.com/C_Bravo_R/status/589080466847850497,2015-04-17T14:58:22.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2015.28,4655186,6.5668E+17,http://twitter.com/PalgraveJournal/statuses/656680075417399296,2015-10-21T03:55:05.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2014.116,3047300,5.53317E+17,https://twitter.com/Portsmouth_IR/status/553317209032769536,2015-01-08T22:27:57.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2014.116,3047300,5.53222E+17,https://twitter.com/Portsmouth_IR/status/553222298103083008,2015-01-08T16:10:48.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2014.113,2938427,6.22076E+17,https://twitter.com/MikeYearworth/status/622076384526102528,2015-07-17T16:12:22.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2014.113,2938427,5.39347E+17,https://twitter.com/wmijnhardt/status/539347115957551104,2014-12-01T09:15:47.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2014.79,2652334,5.07273E+17,https://twitter.com/tommonks1/status/507273300327034881,2014-09-03T21:05:54.000Z,tweet,TRUE,FALSE,,
10.1057/jors.2014.70,3960887,6.09268E+17,https://twitter.com/MikeYearworth/status/609267520823017472,2015-06-12T07:54:31.000Z,tweet,TRUE,FALSE,,
