SO,SO_id,DI,dimensions_id
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-s-16-0443,pub.1093032078
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-16-0439,pub.1092752796
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-17-0085,pub.1092705997
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-h-17-0061,pub.1092619034
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-s-16-0460,pub.1092618313
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-15-0415,pub.1092617245
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-s-16-0376,pub.1092615317
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-h-16-0342,pub.1092614228
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-15-0376,pub.1092575567
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-s-17-0220,pub.1092750015
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-16-0129,pub.1092576489
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-h-17-0149,pub.1092576355
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-17-0013,pub.1092574951
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-s-16-0356,pub.1092574524
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-s-16-0096,pub.1092574417
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-17-0100,pub.1092573426
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-17-0042,pub.1092573414
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-s-17-0081,pub.1092504354
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-s-17-0040,pub.1092504353
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-17-0058,pub.1092504352
Journal of Speech Language and Hearing Research,jour.1017830,10.1044/2017_jslhr-l-17-0004,pub.1092504351
