SO,SO_id,DI,dimensions_id
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.004,pub.1106286149
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.013,pub.1105975026
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.09.004,pub.1107232919
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.09.005,pub.1107324510
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.09.003,pub.1107127139
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.09.002,pub.1106969776
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.015,pub.1106969774
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.008,pub.1106930993
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.014,pub.1106812500
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.009,pub.1106809943
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.013,pub.1106706679
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.010,pub.1106431403
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.007,pub.1106413936
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.015,pub.1106339112
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.006,pub.1106253366
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.002,pub.1106198055
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.08.003,pub.1106173261
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.014,pub.1106099321
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.06.004,pub.1106080410
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.003,pub.1105973122
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.012,pub.1105969438
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.011,pub.1105968400
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.007,pub.1105812006
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.06.002,pub.1105761286
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.004,pub.1105697760
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.001,pub.1105682656
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.06.001,pub.1105682655
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.06.010,pub.1105571836
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.06.005,pub.1105571738
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.06.009,pub.1105567823
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.07.002,pub.1105545002
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.06.008,pub.1105318243
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.06.006,pub.1105224518
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.006,pub.1105206987
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.06.007,pub.1105141922
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.007,pub.1104991631
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.009,pub.1105148267
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.008,pub.1105145774
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.02.005,pub.1105139522
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.009,pub.1105069975
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.010,pub.1104477781
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.001,pub.1104301595
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.005,pub.1104242624
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.002,pub.1104239892
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.05.003,pub.1104238364
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.012,pub.1104237060
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.011,pub.1104125111
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.006,pub.1103974910
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.018,pub.1103397017
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.013,pub.1103263332
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.017,pub.1103231261
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.019,pub.1103216904
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.011,pub.1103213251
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.012,pub.1103198418
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.014,pub.1103196328
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.007,pub.1103175183
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.015,pub.1103173365
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2017.12.008,pub.1100347375
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2017.10.007,pub.1092557786
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.004,pub.1103974909
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.010,pub.1103908815
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.007,pub.1103830537
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.003,pub.1103791879
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.008,pub.1103687649
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.001,pub.1103670796
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.009,pub.1103664358
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.016,pub.1103592504
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.002,pub.1103588345
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.04.005,pub.1103588195
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.008,pub.1103435021
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.010,pub.1103187028
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.005,pub.1101553280
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.02.004,pub.1101315736
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2017.11.004,pub.1092658611
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.03.006,pub.1101721707
Journal of Experimental Social Psychology,jour.1005719,10.1016/j.jesp.2018.02.014,pub.1101673266
