PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA	
J	Polulyakh, EA				Polulyakh, E. A.			Kronrod-Reeb Graphs of Functions on Noncompact Two-Dimensional Surfaces. I	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We consider continuous functions on two-dimensional surfaces satisfying the following conditions: they have a discrete set of local extrema; if a point is not a local extremum, then there exist its neighborhood and a number n a a"center dot such that a function restricted to this neighborhood is topologically conjugate to Re z (n) in a certain neighborhood of zero. Given f : M (2) -> a"e, let I" (K-R) (f) be a quotient space of M (2) with respect to its partition formed by the components of the level sets of f. It is known that, for compact M (2) , the space I" (K-R) (f) is a topological graph. We introduce the notion of graph with stalks, which generalizes the notion of topological graph. For noncompact M (2) , we establish three conditions sufficient for I" (K-R) (f) to be a graph with stalks.	Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine	Polulyakh, EA (reprint author), Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine.							10	3	3	0	1	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	AUG	2015	67	3					431	454		10.1007/s11253-015-1091-3				24	Mathematics, Applied; Mathematics	Mathematics	CV1QK	WOS:000364032900009					2019-08-07	
J	Senashov, VI				Senashov, V. I.			On Sylow Subgroups of Some Shunkov Groups	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We study Shunkov groups with the following condition: the normalizer of any finite nontrivial subgroup has an almost layer-finite periodic part. Under this condition, we establish the structure of Sylow 2-subgroups in this group.	Russian Acad Sci, Siberian Fed Univ, Siberian Div, Inst Numer Simulat, Krasnoyarsk, Russia	Senashov, VI (reprint author), Russian Acad Sci, Siberian Fed Univ, Siberian Div, Inst Numer Simulat, Krasnoyarsk, Russia.				Russian Foundation for Fundamental Research [10-01-00509]; Siberian Federal University	The present work was supported by the Russian Foundation for Fundamental Research (Grant No. 10-01-00509) and the Grant of the Siberian Federal University (Project: Algebraic-Logic Structures and Complex Analysis).		18	1	1	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	AUG	2015	67	3					455	463		10.1007/s11253-015-1092-2				9	Mathematics, Applied; Mathematics	Mathematics	CV1QK	WOS:000364032900010					2019-08-07	
J	Kuzakon, VM				Kuzakon, V. M.			On the Holomorphy of Developable Vector Fields on Almost Hermitian Manifolds	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We introduce the notion of absolutely developable and biholomorphic vector fields defined on almost Hermitian manifolds. It is shown that any developable vector field on a KAahlerian manifold is an absolutely developable vector field. It is also proved that, on a nearly Kahlerian manifold, an absolutely developable vector field xi preserves the almost complex structure if and only if xi is a special concircular vector field. In addition, we conclude that, on a quasi-Kahlerian or Hermitian manifold, a biholomorphic vector field xi is a special concircular vector field.	Odessa Natl Acad Food Technol, Odessa, Ukraine	Kuzakon, VM (reprint author), Odessa Natl Acad Food Technol, Odessa, Ukraine.							3	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	AUG	2015	67	3					487	491		10.1007/s11253-015-1094-0				5	Mathematics, Applied; Mathematics	Mathematics	CV1QK	WOS:000364032900012					2019-08-07	
J	Sergienko, IV; Galba, EF; Deineka, VS				Sergienko, I. V.; Galba, E. F.; Deineka, V. S.			Necessary and Sufficient Conditions for the Existence of Weighted Singular-Valued Decompositions of Matrices with Singular Weights	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								A weighted singular-valued decomposition of matrices with singular weights is obtained by using orthogonal matrices. The necessary and sufficient conditions for the existence of the constructed weighted singular-valued decomposition are established. The indicated singular-valued decomposition of matrices is used to obtain a decomposition of their weighted pseudoinverse matrices and decompose them into matrix power series and products. The applications of these decompositions are discussed.	[Sergienko, I. V.; Galba, E. F.; Deineka, V. S.] Ukrainian Natl Acad Sci, Inst Cybernet, Kiev, Ukraine	Sergienko, IV (reprint author), Ukrainian Natl Acad Sci, Inst Cybernet, Kiev, Ukraine.							29	3	3	0	6	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	AUG	2015	67	3					464	486		10.1007/s11253-015-1093-1				23	Mathematics, Applied; Mathematics	Mathematics	CV1QK	WOS:000364032900011					2019-08-07	
J	Blackmore, D; Prykarpatsky, AK; Ozcag, E; Soltanov, K				Blackmore, D.; Prykarpatsky, A. K.; Ozcag, E.; Soltanov, K.			Integrability Analysis of a Two-Component Burgers-Type Hierarchy	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							VECTOR EVOLUTION-EQUATIONS; HYDRODYNAMIC SYSTEMS; KDV EQUATION; RIEMANN-TYPE; CLASSIFICATION	The Lax integrability of a two-component polynomial Burgers-type dynamical system is analyzed by using a differential-algebraic approach. Its linear adjoint matrix Lax representation is constructed. A related recursive operator and an infinite hierarchy of nonlinear Lax integrable dynamical systems of the Burgers-Korteweg-de-Vries type are obtained by the gradient-holonomic technique. The corresponding Lax representations are presented.	[Blackmore, D.] New Jersey Inst Technol, Newark, NJ 07102 USA; [Prykarpatsky, A. K.] AGH Univ Sci & Technol, Krakow, Poland; [Prykarpatsky, A. K.] Franko Drohobych State Pedag Univ, Drogobych, Ukraine; [Ozcag, E.; Soltanov, K.] Hacettepe Univ, Ankara, Turkey	Blackmore, D (reprint author), New Jersey Inst Technol, Newark, NJ 07102 USA.		Soltanov, Kamal/I-9578-2013	Soltanov, Kamal/0000-0002-6922-6791	National Science Foundation [CMMI-1029809]; Turkey-Ukraine: TUBITAK-NASU Grant [110T558]	D. Blackmore acknowledges the support of the National Science Foundation (Grant CMMI-1029809). A. Prykarpatsky cordially thanks Prof. J. Cieslinski (Bialystok University, Poland), Prof. I. Mykytyuk (Krakow Pedagogical University, Poland), and Prof. A. Augustynowicz (Gdansk University, Poland) for useful discussions of the obtained results. A. Prykarpatsky, E. Ozcag, and K. Soltanov gratefully acknowledge partial support of the research in this paper from the Turkey-Ukraine: TUBITAK-NASU Grant 110T558.		38	0	0	0	9	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					167	185		10.1007/s11253-015-1072-6				19	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400001					2019-08-07	
J	Goginava, U; Sahakian, A				Goginava, U.; Sahakian, A.			Convergence of Multiple Fourier Series of Functions of Bounded Generalized Variation	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								The paper introduces a new concept of I >-variation of multivariable functions and studies its relationship with the convergence of multidimensional Fourier series.	[Goginava, U.] Javakhishvili Tbilisi State Univ, Tbilisi, Georgia; [Sahakian, A.] Erevan State Univ, Yerevan, Armenia	Goginava, U (reprint author), Javakhishvili Tbilisi State Univ, Tbilisi, Georgia.				Shota Rustaveli National Science Foundation [31/48]	The research of U. Goginava was supported by the Shota Rustaveli National Science Foundation; Grant No. 31/48 (Operators in Some Function Spaces and Their Applications in the Fourier Analysis).		18	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					186	198		10.1007/s11253-015-1073-5				13	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400002					2019-08-07	
J	Gol'berg, AL; Sevost'yanov, EA				Gol'berg, A. L.; Sevost'yanov, E. A.			On the Radius of Injectivity for Generalized Quasiisometries in the Spaces of Dimension Higher Than Two	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							MAPPINGS	We consider a class of local homeomorphisms more general than the mappings with bounded distortion. Under these homeomorphisms, the growth of the p-module (n-1 < p a parts per thousand currency sign n) of the families of curves is controlled by an integral containing an admissible metric and a measurable function Q. It is shown that, under generic conditions imposed on the majorant Q, this class has a positive radius of injectivity (and, hence, a ball in which every mapping is homeomorphic). Moreover, one of the conditions imposed on Q is not only sufficient but also necessary for existence of a radius of injectivity.	[Gol'berg, A. L.] Holon Inst Technol, Holon, Israel; [Sevost'yanov, E. A.] Zhitomir State Univ, Zhitomir, Ukraine	Gol'berg, AL (reprint author), Holon Inst Technol, Holon, Israel.			Sevost'yanov, Evgeny/0000-0001-7892-6186				25	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					199	210		10.1007/s11253-015-1074-4				12	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400003					2019-08-07	
J	Derev'yanko, TO; Kyrylych, VM				Derev'yanko, T. O.; Kyrylych, V. M.			Problem of Optimal Control for a Semilinear Hyperbolic System of Equations of the First Order with Infinite Horizon Planning	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We establish necessary conditions for the optimality of smooth boundary and initial controls in a semilinear hyperbolic system of the first order. The problem adjoint to the original problem is a semilinear hyperbolic system without initial conditions. The suggested approach is based on the use of special variations of continuously differentiable controls. The existence of global generalized solutions for a semilinear first-order hyperbolic system in a domain unbounded in time is proved. The proof is based on the use of the Banach fixed-point theorem and a space metric with weight functions.	[Derev'yanko, T. O.; Kyrylych, V. M.] Franko Lviv Natl Univ, Lvov, Ukraine	Derev'yanko, TO (reprint author), Franko Lviv Natl Univ, Lvov, Ukraine.			kyrylych, volodymyr/0000-0002-7838-1611				11	0	0	0	1	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					211	229		10.1007/s11253-015-1075-3				19	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400004					2019-08-07	
J	Kofanov, VA				Kofanov, V. A.			Inequalities of Different Metrics for Differentiable Periodic Functions	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We prove the following sharp inequality of different metrics: parallel to x parallel to(q) <= parallel to phi(r)parallel to(q) (parallel to x parallel to(p)/parallel to phi(r)parallel to(q))(r+1/q/r+1/p) parallel to x((r))parallel to(1/p-1/q/r+1/p)(infinity), q > p> 0, for 2 pi- periodic functions x is an element of L-infinity(r) satisfying the condition L(x) p <= 2(1/p) parallel to x parallel to(p), (A) where L(x) p := sup {parallel to x parallel to(Lp[a, b]) : a, b is an element of [0, 2 pi], vertical bar x(t)| > 0, t is an element of (a, b) }, and phi(r) is the Euler spline of order r. As a special case, we establish the Nikol'skii- type sharp inequalities for polynomials and polynomial splines satisfying the condition (A).	Dnepropetrovsk Natl Univ, Dnepropetrovsk, Ukraine	Kofanov, VA (reprint author), Dnepropetrovsk Natl Univ, Dnepropetrovsk, Ukraine.		Vladimir, Kofanov/C-5876-2016	Vladimir, Kofanov/0000-0003-0392-2257				12	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					230	242		10.1007/s11253-015-1076-2				13	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400005					2019-08-07	
J	Ponomarenko, V				Ponomarenko, V.			Arithmetic of Semigroup Semirings	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							POLYNOMIALS; FINITE	We define semigroup semirings by analogy with group rings and semigroup rings. We study the arithmetic properties and determine sufficient conditions under which a semigroup semiring is atomic, has finite factorization, or has bounded factorization. We also present a semigroup-semiring analog (although not a generalization) of the Gauss lemma on primitive polynomials.	San Diego State Univ, San Diego, CA 92182 USA	Ponomarenko, V (reprint author), San Diego State Univ, San Diego, CA 92182 USA.							15	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					243	266		10.1007/s11253-015-1077-1				24	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400006					2019-08-07	
J	Slyusarchuk, VY				Slyusarchuk, V. Yu.			Almost Periodic Solutions of Nonlinear Equations that are not Necessarily Almost Periodic in Bochner's Sense	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We introduce a new class of almost periodic operators and establish conditions for the existence of almost periodic solutions of nonlinear equations that are not necessarily almost periodic in Bochner's sense.	Natl Univ Water Management & Nat Resources, Rivne, Ukraine	Slyusarchuk, VY (reprint author), Natl Univ Water Management & Nat Resources, Rivne, Ukraine.							19	2	2	0	3	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					267	282		10.1007/s11253-015-1078-0				16	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400007					2019-08-07	
J	Cvetkovic, AS; Milovanovic, GV; Stanic, MP				Cvetkovic, A. S.; Milovanovic, G. V.; Stanic, M. P.			Positive Solutions of a Class of Operator Equations	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							MATRIX EQUATIONS; DEFINITE FUNCTIONS; INEQUALITIES	Positive solutions of a class of matrix equations were studied by Bhatia, et al., Bull. London Math. Soc., 32, 214 (2000), SIAM J. Matrix Anal. Appl., 14, 132 (1993) and 27, 103-114 (2005), by Kwong, Linear Algebra Appl., 108, 177-197 (1988), and by CvetkoviA double dagger and MilovanoviA double dagger, [Linear Algebra Appl., 429, 2401-2414 (2008)]. Following the idea used in the last paper, we study a class of operator equations in infinite-dimensional spaces and prove that the positivity of solutions can be established for this class of equations under the condition that a certain rational function is positive semidefinite.	[Cvetkovic, A. S.] Univ Belgrade, Belgrade, Serbia; [Milovanovic, G. V.] Serbian Acad Arts & Sci, Belgrade, Serbia; [Milovanovic, G. V.] State Univ Novi Pazar, Novi Pazar, Serbia; [Stanic, M. P.] Univ Kragujevac, Kragujevac, Serbia	Cvetkovic, AS (reprint author), Univ Belgrade, Belgrade, Serbia.		Stanic, Marija P./E-3413-2013; Milovanovic, Gradimir/C-2444-2015	Milovanovic, Gradimir/0000-0002-3255-8127; Stanic, Marija/0000-0003-4785-6730	Serbian Ministry of Education, Science, and Technological Development [174,015, 44,006]	The authors were partly supported by the Serbian Ministry of Education, Science, and Technological Development (Grants 174,015 and 44,006).		21	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					283	301		10.1007/s11253-015-1079-z				19	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400008					2019-08-07	
J	Chernega, PP				Chernega, P. P.			Levy Downcrossing Theorem for the Arratia Flow	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We study the total number of downcrossings of a fixed strip by the trajectories of a continuum system of particles from the Arratia flow. We prove the convergence of the product of the strip width by the total number of downcrossings of the strip to the total local time for the Arratia flow. This statement is an analog of the well-known Levy downcrossing theorem for a Wiener process.	Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine	Chernega, PP (reprint author), Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine.							11	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					302	313		10.1007/s11253-015-1080-6				12	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400009					2019-08-07	
J	Volchkov, VV; Savost'yanova, IM				Volchkov, Vit. V.; Savost'yanova, I. M.			Smoothing of the Singularities of Functions Whose Integrals over the Balls on a Sphere are Zero	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We study functions defined on a sphere with prickled point whose integrals over all admissible "hemispheres" are equal to zero. A condition is established under which the point is a removable set for this class of functions. It is shown that this condition cannot be omitted or noticeably weakened.	[Volchkov, Vit. V.; Savost'yanova, I. M.] Donetsk Natl Univ, Donetsk, Ukraine	Volchkov, VV (reprint author), Donetsk Natl Univ, Donetsk, Ukraine.							15	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					314	322		10.1007/s11253-015-1081-5				9	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400010					2019-08-07	
J	Huang, S; Golbasi, O; Koc, E				Huang, Sh.; Golbasi, O.; Koc, E.			On Centralizing and Strong Commutativity Preserving Maps of Semiprime Rings	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							MAPPINGS; DERIVATIONS	We study some properties of centralizing and strong commutativity preserving maps of semiprime rings.	[Huang, Sh.] Chuzhou Univ, Chuzhou, Peoples R China; [Golbasi, O.; Koc, E.] Cumhuriyet Univ, Cumhuriyet, Turkey	Huang, S (reprint author), Chuzhou Univ, Chuzhou, Peoples R China.		Golbasi, Onur/R-2477-2017		Anhui Provincial Natural Science Foundation [1408085QA08]; Key University Science Research Project of Anhui Province [KJ2014A183]; Training Program of Chuzhou University of China [2014PY06]	The first author is supported by the Anhui Provincial Natural Science Foundation (1408085QA08) and the Key University Science Research Project of Anhui Province (KJ2014A183), and also by the Training Program of Chuzhou University (2014PY06) of China.		14	0	0	0	2	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUL	2015	67	2					323	331		10.1007/s11253-015-1082-4				9	Mathematics, Applied; Mathematics	Mathematics	CV1QF	WOS:000364032400011					2019-08-07	
J	Babilua, PK; Nadaraya, EA; Sokhadze, GA				Babilua, P. K.; Nadaraya, E. A.; Sokhadze, G. A.			On the Square-Integrable Measure of the Divergence of Two Nuclear Estimations of the Bernoulli Regression Functions	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							KERNEL	We establish the limit distribution of the square-integrable deviation of two nonparametric nuclear-type estimations for the Bernoulli regression functions. A criterion is proposed for the verification of the hypothesis of equality of two Bernoulli regression functions. We study the problem of verification and, for some "close" alternatives, investigate the asymptotics of the power.	[Babilua, P. K.; Nadaraya, E. A.; Sokhadze, G. A.] Dzhavakhishvili Tbilisi State Univ, Tbilisi, Georgia	Babilua, PK (reprint author), Dzhavakhishvili Tbilisi State Univ, Tbilisi, Georgia.							10	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					1	18		10.1007/s11253-015-1061-9				18	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200001					2019-08-07	
J	Dragomir, SS				Dragomir, S. S.			New Inequalities for the p-Angular Distance in Normed Spaces with Applications	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								For nonzero vectors x and y in the normed linear space (X, vertical bar vertical bar center dot vertical bar vertical bar), we can define the p-angular distance by alpha(p)[x, y] := vertical bar vertical bar vertical bar vertical bar x vertical bar vertical bar(p-1) x - vertical bar vertical bar y vertical bar vertical bar(p-1) y vertical bar vertical bar We show (among other results) that, for p >= 2, alpha(p)[x, y] <= p vertical bar vertical bar y -x vertical bar vertical bar integral(1)(0) vertical bar vertical bar(1 - t)x + ty vertical bar vertical bar(p-1)dt <= p vertical bar vertical bar y -x vertical bar vertical bar [vertical bar vertical bar x vertical bar vertical bar(p-1) + vertical bar vertical bar y vertical bar vertical bar(p-1)/2 + vertical bar vertical bar x+y/2 vertical bar vertical bar(p-1)] <= p vertical bar vertical bar y -x vertical bar vertical bar [vertical bar vertical bar x vertical bar vertical bar(p-1) + vertical bar vertical bar y vertical bar vertical bar(p-1)/2 <= p vertical bar vertical bar y -x vertical bar vertical bar inverted right perpendicularmax {vertical bar vertical bar x vertical bar vertical bar, vertical bar vertical bar y vertical bar vertical bar}inverted left perpendicular(p-1), for any x, y is an element of X. This improves a result of Maligranda from ["Simple norm inequalities," Amer. Math. Month., 113, 256-260 (2006)] who proved the inequality between the first and last terms in the estimation presented above. The applications to functions f defined by power series in estimating a more general "distance" vertical bar vertical bar f (vertical bar vertical bar x vertical bar vertical bar) x - f (vertical bar vertical bar y vertical bar vertical bar) y vertical bar vertical bar for some x, y is an element of X are also presented.	[Dragomir, S. S.] Victoria Univ, Coll Engn & Sci, Melbourne, Vic 8001, Australia; [Dragomir, S. S.] Univ Witwatersrand, Sch Computat & Applicable Math, Johannesburg, South Africa	Dragomir, SS (reprint author), Victoria Univ, Coll Engn & Sci, Melbourne, Vic 8001, Australia.		Dragomir, Silvestru Sever/R-9238-2019	Dragomir, Silvestru Sever/0000-0003-2902-6805				14	1	1	0	1	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					19	32		10.1007/s11253-015-1062-8				14	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200002					2019-08-07	
J	Iscan, M; Ozkan, M				Iscan, M.; Ozkan, M.			On Four-Dimensional Paracomplex Structures with Norden Metrics	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							WALKER 4-MANIFOLDS; MANIFOLDS	We study almost paracomplex structures with Norden metric on Walker 4-manifolds and try to find general solutions for the integrability of these structures on suitable local coordinates. We also discuss para-Kahler (paraholomorphic) conditions for these structures.	[Iscan, M.] Ataturk Univ, Erzurum, Turkey; [Ozkan, M.] Gazi Univ, Ankara, Turkey	Iscan, M (reprint author), Ataturk Univ, Erzurum, Turkey.		Ozkan, Mustafa/H-3701-2018	Ozkan, Mustafa/0000-0002-5883-2294				27	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					33	44		10.1007/s11253-015-1063-7				12	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200003					2019-08-07	
J	Kolomoitsev, YS				Kolomoitsev, Yu. S.			Inequalities for the Fractional Derivatives of Trigonometric Polynomials in Spaces with Integral Metrics	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We establish necessary and sufficient conditions for the validity of Bernstein-type inequalities for the fractional derivatives of trigonometric polynomials of several variables in spaces with integral metrics. The problem of sharpness of these inequalities is investigated.	Ukrainian Natl Acad Sci, Inst Appl Math & Mech, Donetsk, Ukraine	Kolomoitsev, YS (reprint author), Ukrainian Natl Acad Sci, Inst Appl Math & Mech, Donetsk, Ukraine.		Kolomoitsev, Yurii/V-3550-2017	Kolomoitsev, Yurii/0000-0001-7613-4169				18	0	0	1	2	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					45	61		10.1007/s11253-015-1064-6				17	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200004					2019-08-07	
J	Kuznetsov, VA				Kuznetsov, V. A.			Kontsevich Integral Invariants for Random Trajectories	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								In connection with the investigation of the topological properties of stochastic flows, we encounter the problem of description of braids formed by several trajectories of the flow starting from different points. The complete system of invariants for braids is well known. This system is known as the system of Vasil'ev invariants and distinguishes braids to within a homotopy. We consider braids formed by the trajectories Z (k) (t) = X (k) (t) + iY (k) (t) such that X (k) , Y (k) , 1 a parts per thousand currency sign k a parts per thousand currency sign n, are continuous semimartingales with respect to a common filtration. For these braids, we establish a representation of the indicated invariants in the form of iterated Stratonovich integrals.	Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine	Kuznetsov, VA (reprint author), Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine.							11	0	1	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					62	73		10.1007/s11253-015-1065-5				12	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200005					2019-08-07	
J	Soltanov, KN				Soltanov, K. N.			Global Existence and Long-Term Behavior of a Nonlinear Schrodinger-Type Equation	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							BOUND-STATES; SEMICLASSICAL STATES; POTENTIALS	We study a global mixed problem for the nonlinear Schrodinger equation with a nonlinear term in which the coefficient is a generalized function. A global solvability theorem for the analyzed problem is proved by using the general solvability theorem from [K. N. Soltanov, Nonlin. Anal.: Theory, Meth., Appl., 72, No. 1 (2010)]. We also investigate the behavior of the solution of the problem under consideration.	Hacettepe Univ, Ankara, Turkey	Soltanov, KN (reprint author), Hacettepe Univ, Ankara, Turkey.		Soltanov, Kamal/I-9578-2013	Soltanov, Kamal/0000-0002-6922-6791	TUBITAK [110T558]	The present paper was supported by the Project 110T558 of TUBITAK.		36	0	0	0	2	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					74	97		10.1007/s11253-015-1066-4				24	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200006					2019-08-07	
J	Kharibegashvili, S; Midodashvili, B				Kharibegashvili, S.; Midodashvili, B.			On the Solvability of a Problem Nonlocal in Time for a Semilinear Multidimensional Wave Equation	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We study a nonlocal (in time) problem for semilinear multidimensional wave equations. The theorems on existence and uniqueness of solutions of this problem are proved.	[Kharibegashvili, S.; Midodashvili, B.] Georgian Tech Univ, Dzhavakhishvili Tbilisi State Univ, Tbilisi, Gori, Georgia	Kharibegashvili, S (reprint author), Georgian Tech Univ, Dzhavakhishvili Tbilisi State Univ, Tbilisi, Gori, Georgia.							23	3	3	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					98	119		10.1007/s11253-015-1067-3				22	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200007					2019-08-07	
J	Khachatryan, KA; Petrosyan, AS				Khachatryan, Kh. A.; Petrosyan, A. S.			On the Solvability of One Class of Nonlinear Integral Equations with a Noncompact Hammerstein-Stieltjes-Type Operator on the Semiaxis	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We study a class of nonlinear integral equations with a noncompact operator of the Hammerstein-Stieltjes-type on the semiaxis. The existence of positive solutions is proved in various function spaces by using the factorization methods and specially chosen successive approximations.	[Khachatryan, Kh. A.] Armenian Natl Acad Sci, Inst Math, Erevan, Armenia; [Petrosyan, A. S.] Armenian Natl Agr Univ, Erevan, Armenia	Khachatryan, KA (reprint author), Armenian Natl Acad Sci, Inst Math, Erevan, Armenia.				State Committee of Science of the Ministry of Education and Science of the Republic of Armenia [SCS 13YR-1A0003]	The present work was financially supported by the State Committee of Science of the Ministry of Education and Science of the Republic of Armenia within the framework of the Scientific Project SCS 13YR-1A0003.		16	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					120	145		10.1007/s11253-015-1068-2				26	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200008					2019-08-07	
