PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA	
J	Qiu, HB; Luo, J; Zhang, J				Qiu, H. -B.; Luo, J.; Zhang, J.			Admissibility of Estimated Regression Coefficients Under Generalized Balanced Loss	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							LINEAR-MODELS; RESPECT	There are some discussions concerning the admissibility of estimated regression coefficients under the balanced loss function in the general linear model. We study this issue for the generalized linear regression model. First, we propose a generalized weighted balance loss function for the generalized linear model. For the proposed loss function, we study sufficient and necessary conditions for the admissibility of the estimated regression coefficients in two interesting linear estimation classes.	[Qiu, H. -B.] Guangdong Univ Technol, Guangzhou, Guangdong, Peoples R China; [Luo, J.] Zhejiang Univ Finance & Econ, Hangzhou, Zhejiang, Peoples R China; [Zhang, J.] Univ S Carolina, Columbia, SC 29208 USA	Qiu, HB (reprint author), Guangdong Univ Technol, Guangzhou, Guangdong, Peoples R China.				National Natural Science Foundation of China [11171058]; National Social Science Foundation of China [13CTJ012]; Guangdong Provincial Natural Science Foundation of China [S2012040007622]; Zhejiang Provincial Natural Science Foundation of China [LQ13A010002]; National Statistical Science Research Project [2012LY129]	The present work was supported in part by the National Natural Science Foundation of China (11171058), the National Social Science Foundation of China (13CTJ012), Guangdong Provincial Natural Science Foundation of China (S2012040007622), Zhejiang Provincial Natural Science Foundation of China (LQ13A010002), and the National Statistical Science Research Project (2012LY129).		16	0	0	0	5	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					146	153		10.1007/s11253-015-1069-1				8	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200009					2019-08-07	
J	Mokhon'ko, AA; Mokhon'ko, AZ				Mokhon'ko, A. A.; Mokhon'ko, A. Z.			On the Order of Growth of the Solutions of Linear Differential Equations in the Vicinity of a Branching Point	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								Assume that the coefficients and solutions of the equation f ((n))+p (n-1)(z)f ((n-1))+. . .+p (s+1)(z)f ((s+1))+ . . . + p (0)(z)f = 0 have a branching point at infinity (e.g., a logarithmic singularity) and that the coefficients p (j) , j = s+1, . . . ,n-1, increase slower (in terms of the Nevanlinna characteristics) than p (s) (z). It is proved that this equation has at most s linearly independent solutions of finite order.	[Mokhon'ko, A. A.; Mokhon'ko, A. Z.] Lvivska Politekhnika Natl Univ, Lvov, Ukraine	Mokhon'ko, AA (reprint author), Lvivska Politekhnika Natl Univ, Lvov, Ukraine.							10	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					159	165		10.1007/s11253-015-1071-7				7	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200011					2019-08-07	
J	Zajac, J; Korenkov, ME; Kharkevych, YI				Zajac, J.; Korenkov, M. E.; Kharkevych, Yu. I.			On the Asymptotics of Some Weierstrass Functions	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								For Weierstrass functions sigma(z) and zeta(z), we present the asymptotic formulas valid outside the efficiently constructed exceptional sets of discs that are much narrower than in the known asymptotic formulas.	[Zajac, J.] State Sch Higher Educ Chem, Chelm, Poland; [Korenkov, M. E.; Kharkevych, Yu. I.] L Ukrainka East European Natl Univ, Lutsk, Ukraine	Zajac, J (reprint author), State Sch Higher Educ Chem, Chelm, Poland.							5	2	2	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	JUN	2015	67	1					154	158		10.1007/s11253-015-1070-8				5	Mathematics, Applied; Mathematics	Mathematics	CS8PD	WOS:000362349200010					2019-08-07	
J	Boichuk, AA; Pokutnyi, AA				Boichuk, A. A.; Pokutnyi, A. A.			Exponential Dichotomy and Bounded Solutions of Differential Equations in the Fr,chet Space	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							INVARIANT SPLITTINGS; SYSTEMS; OPERATORS; EXISTENCE	We establish necessary and sufficient conditions for the existence of bounded solutions of linear differential equations in the Fr,chet space. The solutions are constructed with the use of a strong generalized inverse operator.	[Boichuk, A. A.; Pokutnyi, A. A.] Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine	Boichuk, AA (reprint author), Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine.							36	1	1	1	2	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1781	1792		10.1007/s11253-015-1051-y				12	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600001					2019-08-07	
J	Vakarchuk, SB; Zhir, SI				Vakarchuk, S. B.; Zhir, S. I.			On the Best Polynomial Approximations of Entire Transcendental Functions of Many Complex Variables in Some Banach Spaces	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								For the entire transcendental functions f of many complex variables m (m a parts per thousand yen 2) of finite generalized order of growth rho (m) (f; alpha, beta), we obtain the limiting relations between the indicated characteristic of growth and the sequences of best polynomial approximations of f in the Hardy Banach spaces H (q) (U (m) ) and in the Banach spaces Bm(p, q, a <<) studied by Gvaradze. The presented results are extensions of the corresponding assertions made by Varga, Batyrev, Shah, Reddy, Ibragimov, and Shikhaliev to the multidimensional case.	[Vakarchuk, S. B.] Nobel Dnepropetrovsk Univ, Dnepropetrovsk, Ukraine; [Zhir, S. I.] Acad Customs Serv Ukraine, Dnepropetrovsk, Ukraine	Vakarchuk, SB (reprint author), Nobel Dnepropetrovsk Univ, Dnepropetrovsk, Ukraine.							23	1	1	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1793	1811		10.1007/s11253-015-1052-x				19	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600002					2019-08-07	
J	Wei, J				Wei, J.			On Rings with Weakly Prime Centers	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							EXCHANGE RINGS; MODULES	We introduce a class of rings obtained as a generalization of rings with prime centers. A ring R is called weakly prime center (or simply WPC) if ab I mu Z(R) implies that aRb is an ideal of R, where Z(R) stands for the center of R. The structure and properties of these rings are studied and the relationships between prime center rings, strongly regular rings, and WPC rings are discussed, parallel with the relationship between the WPC and commutativity.	Yangzhou Univ, Sch Math, Yangzhou, Jiangsu, Peoples R China	Wei, J (reprint author), Yangzhou Univ, Sch Math, Yangzhou, Jiangsu, Peoples R China.				Foundation of Natural Sciences of China [11471282, 11171291]; Natural Science Foundation for Colleges and Universities in Jiangsu Province [11KJB110019]	The present work was supported by the Foundation of Natural Sciences of China (11471282, 11171291) and the Natural Science Foundation for Colleges and Universities in Jiangsu Province (11KJB110019).		19	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1812	1822		10.1007/s11253-015-1053-9				11	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600003					2019-08-07	
J	Savchenko, AV				Savchenko, A. V.			Corrected T(q)-Likelihood Estimator in a Generalized Linear Structural Regression Model with Measurement Errors	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							VARIABLES	We study a generalized linear structural regression model with measurement errors. The dispersion parameter is assumed to be known. The corrected T (q) -likelihood estimator for the regression coefficients is constructed. In the case where q depends on the sample size and approaches 1 as the sample size infinitely increases, we establish sufficient conditions or the strong consistency and asymptotic normality of the estimator.									12	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1823	1841		10.1007/s11253-015-1054-8				19	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600004					2019-08-07	
J	Samoylenko, VH; Samoylenko, YI				Samoylenko, V. H.; Samoylenko, Yu. I.			Asymptotic Multiphase Solitonlike Solutions of the Cauchy Problem for a Singularly Perturbed Korteweg-de-Vries Equation with Variable Coefficients	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							SMALL DISPERSION LIMIT	We describe the set of initial conditions under which the Cauchy problem for a singularly perturbed Korteweg-de-Vries equation with variable coefficients has an asymptotic multiphase solitonlike solution. The notion of manifold of initial values for which the above-mentioned solution exists is proposed for the analyzed Cauchy problem. The statements on the estimation of the difference between the exact and constructed asymptotic solutions are proved for the Cauchy problem.	[Samoylenko, V. H.; Samoylenko, Yu. I.] Shevchenko Natl Univ Kyiv, Kiev, Ukraine	Samoylenko, VH (reprint author), Shevchenko Natl Univ Kyiv, Kiev, Ukraine.		Samoilenko, Yuliya/F-4149-2017; Samoilenko, Valerii/F-4191-2017	Samoilenko, Yuliya/0000-0002-9923-0986; Samoilenko, Valerii/0000-0002-3267-2923				29	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1842	1861		10.1007/s11253-015-1055-7				20	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600005					2019-08-07	
J	Serdyuk, AS; Stepanyuk, TA				Serdyuk, A. S.; Stepanyuk, T. A.			Order Estimates for the Best Approximations and Approximations by Fourier Sums in the Classes of Convolutions of Periodic Functions of Low Smoothness in the Uniform Metric	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We obtain the exact-order estimates for the best uniform approximations and uniform approximations by Fourier sums in the classes of convolutions of periodic functions from the unit balls of the spaces L-p , 1 <= p < infinity, with generating kernel Psi (beta) for which the absolute values of its Fourier coefficients psi(k) are such that a Sigma(infinity)(k = 1) psi(p')(k)k(p'-2) < infinity, 1/p + 1/p' = 1, and the product psi(n)n(1/p) cannot tend to zero faster than power functions.	[Serdyuk, A. S.] Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine; [Stepanyuk, T. A.] L Ukrainka East European Natl Univ, Lutsk, Ukraine	Serdyuk, AS (reprint author), Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine.							21	2	2	0	2	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1862	1882		10.1007/s11253-015-1056-6				21	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600006					2019-08-07	
J	Heidarkhani, S; Ge, B				Heidarkhani, S.; Ge, B.			Critical Points Approaches to Elliptic Problems Driven by a p(x)-Laplacian	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							VARIATIONAL PRINCIPLE; VARIABLE EXPONENT; EXISTENCE; EQUATIONS; FUNCTIONALS; THEOREM	We establish the existence of at least three solutions for elliptic problems driven by a p(x)-Laplacian. The existence of at least one nontrivial solution is also proved. The approaches are based on the variational methods and critical-point theory.	[Heidarkhani, S.] Razi Univ, Sch Math, Inst Res Fundamental Sci IPM, Tehran, Iran; [Ge, B.] Harbin Engn Univ, Harbin, Peoples R China	Heidarkhani, S (reprint author), Razi Univ, Sch Math, Inst Res Fundamental Sci IPM, Tehran, Iran.				IPM [91470046]	The research of S. Heidarkhani was partly supported by a grant from IPM (No. 91470046).		31	4	4	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1883	1903		10.1007/s11253-015-1057-5				21	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600007					2019-08-07	
J	Khmel'nitskii, NA				Khmel'nitskii, N. A.			Cockcroft-Swan Theorem for Projective Crossed Chain Complexes	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								The Cockcroft-Swan theorem is proved for n-dimensional projective crossed chain complexes (Pi, G, partial derivative(i) ), where G = A * F is a free product of a fixed group A by a free finitely generated group F.	Shevchenko Kyiv Natl Univ, Kiev, Ukraine	Khmel'nitskii, NA (reprint author), Shevchenko Kyiv Natl Univ, Kiev, Ukraine.							7	0	0	1	1	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1904	1916		10.1007/s11253-015-1058-4				13	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600008					2019-08-07	
J	Wu, C				Wu, Ch.			Value-Sharing and Uniqueness of Entire Functions	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							MEROMORPHIC FUNCTIONS; FIXED-POINTS	We study the uniqueness of entire functions sharing a nonzero value and obtain some results improving the results obtained by Fang, J. F. Chen, X.Y. Zhang and W. C. Lin, et al.	Chongqing Normal Univ, Coll Math Sci, Chongqing, Peoples R China	Wu, C (reprint author), Chongqing Normal Univ, Coll Math Sci, Chongqing, Peoples R China.				Chongqing City Board of Education Science and the Technology Project [KJ130632]; Foundation of Chongqing Normal University [13XLB024]	The present work is supported by the Chongqing City Board of Education Science and the Technology Project (KJ130632) and by the Foundation of Chongqing Normal University (13XLB024).		18	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1917	1932		10.1007/s11253-015-1059-3				16	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600009					2019-08-07	
J	Shen, L; Chen, J				Shen, L.; Chen, J.			C2 Property of Column Finite Matrix Rings	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								A ring R is called a right C2 ring if any right ideal of R isomorphic to a direct summand of R-R is also a direct summand. The ring R is called a right C3 ring if any sum of two independent summands of R-R is also a direct summand. It is well known that a right C2 ring must be a right C3 ring but the converse assertion is not true. The ring R is called J -regular if R/J(R) is von Neumann regular, where J(R) is the Jacobson radical of R. Let N be the set of natural numbers and let Lambda be any infinite set. The following assertions are proved to be equivalent for a ring R: (1) CFMNR) is a right C2 ring; (2) CFM Lambda(R) is a right C2 ring; (3) CFMN(R) is a right C3 ring; (4) CFM Lambda(R) is a right C3 ring; (5) CFMN(R) is a J -regular ring and M-n (R) is a right C2 (or right C3) ring for all integers n >= 1.				Shen, Liang/M-6664-2016		NSF of Jiangsu Province [BK20130599, 20141327]; SRF for ROCS, SEM; NSF of China [11371089]; Specialized Research Foundation for the Doctoral Program of Higher Education [20120092110020]	The first author is supported by the NSF of Jiangsu Province (No. BK20130599) and the Project sponsored by the SRF for ROCS, SEM.; The second author is supported by the NSF of China (No. 11371089), NSF of Jiangsu Province (No. 20141327), and the Specialized Research Foundation for the Doctoral Program of Higher Education (No. 20120092110020).		6	2	2	0	6	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	MAY	2015	66	12					1933	1938		10.1007/s11253-015-1060-x				6	Mathematics, Applied; Mathematics	Mathematics	CS8OX	WOS:000362348600010					2019-08-07	
J	Guliyev, AF; Ismayilova, SH				Guliyev, A. F.; Ismayilova, S. H.			Mixed Boundary-Value Problem for Linear Second-Order Nondivergent Parabolic Equations with Discontinuous Coefficients	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								The mixed boundary-value problem is considered for linear second-order nondivergent parabolic equations with discontinuous coefficients satisfying the Cordes conditions. The one-valued strong (almost everywhere) solvability of this problem is proved in the space A ' (p) (2,1) , where p belongs to the same segment containing point 2.	[Guliyev, A. F.; Ismayilova, S. H.] Azerbaijan Natl Acad Sci, Inst Math & Mech, Baku, Azerbaijan	Guliyev, AF (reprint author), Azerbaijan Natl Acad Sci, Inst Math & Mech, Baku, Azerbaijan.							14	1	1	0	3	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1615	1638		10.1007/s11253-015-1040-1				24	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000001					2019-08-07	
J	Zuev, AL; Novikova, YV				Zuev, A. L.; Novikova, Yu. V.			Estimation of the Reachable Set for the Problem of Vibrating Kirchhoff Plate	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							CONTROLLABILITY; SYSTEMS; SPACE	We consider a dynamical system with distributed parameters for the description of controlled vibrations of a Kirchhoff plate without polar moment of inertia. A class of optimal controls corresponding to finite-dimensional approximations is used to study the reachable set. Analytic estimates for the norm of these control functions are obtained depending on the boundary conditions. These estimates are used to study the reachable set for the infinite-dimensional system. For a model with incommensurable frequencies, an estimate of the reachable set is obtained under the condition of power decay of the amplitudes o generalized coordinates.	[Zuev, A. L.; Novikova, Yu. V.] Ukrainian Natl Acad Sci, Inst Appl Math & Mech, Donetsk, Ukraine	Zuev, AL (reprint author), Ukrainian Natl Acad Sci, Inst Appl Math & Mech, Donetsk, Ukraine.		Zuyev, Alexander/A-7050-2010	Zuyev, Alexander/0000-0002-7610-5621				16	1	1	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1639	1653		10.1007/s11253-015-1041-0				15	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000002					2019-08-07	
J	Kalati, TA				Kalati, T. Amouzegar			A Generalization of Lifting Modules	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							RICKART MODULES	We introduce the notion of I -lifting modules as a proper generalization of the notion of lifting modules and present some properties of this class of modules. It is shown that if M is an I -lifting direct projective module, then S/a-1/2 is regular and a-1/2 = JacS, where S is the ring of all R-endomorphisms of M and a-1/2 = {I center dot a S | Im I center dot a parts per thousand(a) M}. Moreover, we prove that if M is a projective I -lifting module, then M is a direct sum of cyclic modules. The connections between I -lifting modules and dual Rickart modules are presented.	Quchan Univ Adv Technol, Quchan, Iran	Kalati, TA (reprint author), Quchan Univ Adv Technol, Quchan, Iran.							19	2	2	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1654	1664		10.1007/s11253-015-1042-z				11	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000003					2019-08-07	
J	Kopachevskii, ND; Semkina, EV				Kopachevskii, N. D.; Semkina, E. V.			Complete Volterra Integrodifferential Equations of the Second Order Unsolved with Respect to the Higher Derivative	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							EXISTENCE	We prove the theorem on solvability of the Cauchy problem for the complete Volterra integrodifferential linear equations of the second order in a Hilbert space. For a complete equation, we consider three main classes of equations depending on the ordering of operator coefficients.	[Kopachevskii, N. D.; Semkina, E. V.] Vernadskii Natl Tavrida Univ, Simferopol, Ukraine	Kopachevskii, ND (reprint author), Vernadskii Natl Tavrida Univ, Simferopol, Ukraine.		Kopachevsky, Nikolay/Q-5633-2017; Syomkina, Ekaterina/R-1735-2017	Kopachevsky, Nikolay/0000-0003-0823-498X; Syomkina, Ekaterina/0000-0003-3869-766X				11	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1665	1679		10.1007/s11253-015-1043-y				15	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000004					2019-08-07	
J	Lasuriya, RA				Lasuriya, R. A.			Approximation of Functions on the Sphere by Linear Methods	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We study some problems of approximation of functions by the linear methods of summation of their Fourier-Laplace series.	Abkhazia State Univ, Sukhumi, Georgia	Lasuriya, RA (reprint author), Abkhazia State Univ, Sukhumi, Georgia.							8	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1680	1695		10.1007/s11253-015-1044-x				16	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000005					2019-08-07	
J	Martynyuk, AA; Martynyuk-Chernienko, YA				Martynyuk, A. A.; Martynyuk-Chernienko, Yu. A.			Analysis of the Set of Trajectories of Fuzzy Equations of Perturbed Motion	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								The paper presents a new approach to the investigation of the first-order fuzzy initial-value problems. We use different versions of the comparison principle to establish conditions for the existence of solutions of a set of differential equations.	[Martynyuk, A. A.; Martynyuk-Chernienko, Yu. A.] Ukrainian Natl Acad Sci, Inst Mech, Kiev, Ukraine	Martynyuk, AA (reprint author), Ukrainian Natl Acad Sci, Inst Mech, Kiev, Ukraine.							9	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1696	1714		10.1007/s11253-015-1045-9				19	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000006					2019-08-07	
J	Nikmehr, MJ				Nikmehr, M. J.			Strongly Semicommutative Rings Relative to a Monoid	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							ARMENDARIZ RINGS; REVERSIBLE RINGS	For a monoid M, we introduce strongly M-semicommutative rings obtained as a generalization of strongly semicommutative rings and investigate their properties. We show that if G is a finitely generated Abelian group, then G is torsion free if and only if there exists a ring R with |R| a parts per thousand yen 2 such that R is strongly G-semicommutative.	Toosi Univ Technol, Tehran, Iran	Nikmehr, MJ (reprint author), Toosi Univ Technol, Tehran, Iran.							13	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1715	1730		10.1007/s11253-015-1046-8				16	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000007					2019-08-07	
J	Savchuk, VM; Chaichenko, SO				Savchuk, V. M.; Chaichenko, S. O.			Best Approximations for the Cauchy Kernel on the Real Axis	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								We compute the values of the best approximations for the Cauchy kernel on the real axis a"e by some subspaces from L (q) (a"e). This result is applied to the evaluation of the sharp upper bounds for pointwise deviations of certain interpolation operators with interpolation nodes in the upper half plane and certain linear means of the Fourier series in the Takenaka-Malmquist system from the functions lying in the unit ball of the Hardy space H-p , 2 <= p < infinity.	[Savchuk, V. M.] Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine; [Chaichenko, S. O.] Donbass State Pedag Univ, Slavyansk, Ukraine	Savchuk, VM (reprint author), Ukrainian Natl Acad Sci, Inst Math, Kiev, Ukraine.		Chaichenko, Stanislav O/N-4698-2015	Chaichenko, Stanislav O/0000-0002-2724-8749				7	1	1	0	2	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1731	1741		10.1007/s11253-015-1047-7				11	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000008					2019-08-07	
J	Quang, SD; Giang, HH				Si Duc Quang; Ha Huong Giang			Big Picard Theorem for Meromorphic Mappings with Moving Hyperplanes in P (n) (C)	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							2ND MAIN THEOREM; COMPLEX-VARIABLES; TARGETS	We present some extension theorems in the style of the Big Picard theorem for meromorphic mappings of C (m) into P (n) (C) with a few moving hyperplanes.	[Si Duc Quang] Hanoi Natl Univ Educ, Hanoi, Vietnam; [Ha Huong Giang] Elect Power Univ, Hanoi, Vietnam	Quang, SD (reprint author), Hanoi Natl Univ Educ, Hanoi, Vietnam.				NAFOSTED grant of Vietnam	The research of the first author was partly supported by a NAFOSTED grant of Vietnam.		11	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1742	1755		10.1007/s11253-015-1048-6				14	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000009					2019-08-07	
J	Skripnik, NV				Skripnik, N. V.			Averaging of Impulsive Differential Inclusions with Fuzzy Right-Hand Sides	UKRAINIAN MATHEMATICAL JOURNAL			English	Article							SET	We substantiate the possibility of application of the method of averaging on a finite interval to impulsive differential inclusions with fuzzy right-hand sides containing a small parameter. In the case of periodic right-hand sides, it is shown that the estimate can be improved.	Mechnikov Odessa Natl Univ, Odessa, Ukraine	Skripnik, NV (reprint author), Mechnikov Odessa Natl Univ, Odessa, Ukraine.			Skripnik, Natalia/0000-0002-3333-7553				18	0	0	1	2	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1756	1772		10.1007/s11253-015-1049-5				17	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000010					2019-08-07	
J	Blahota, I				Blahota, I.			On the Dirichlet Kernels with Respect to Certain Special Representative Product Systems	UKRAINIAN MATHEMATICAL JOURNAL			English	Article								The Fourier analysis uses the calculations with kernel functions from the very beginning. The maximal values of the n th Dirichlet kernels divided by n for the Walsh-Paley, "classical" Vilenkin, and some other systems are 1. In the paper, we deal with some more general systems and use the accumulated results to develop the methods aimed at determination of the properties of specific systems. In these cases, the situation with D-n/n may be different.	Coll Nyiregyhaza, Inst Math & Computat Sci, Nyiregyhaza, Hungary	Blahota, I (reprint author), Coll Nyiregyhaza, Inst Math & Computat Sci, Nyiregyhaza, Hungary.				 [TAMOP-4.2.2.A-11/1/KONV-2012-0051]	The present paper was supported by the Project TAMOP-4.2.2.A-11/1/KONV-2012-0051.		4	0	0	0	0	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0041-5995	1573-9376		UKR MATH J+	Ukr. Math. J.	APR	2015	66	11					1773	1780		10.1007/s11253-015-1050-z				8	Mathematics, Applied; Mathematics	Mathematics	CN0AD	WOS:000358073000011					2019-08-07	
